,pred,true
693,CD14+ monocyte,CD14+ monocyte
694,B cell,B cell
695,Cytotoxic T cell,Cytotoxic T cell
696,CD14+ monocyte,CD14+ monocyte
697,CD14+ monocyte,CD14+ monocyte
698,Cytotoxic T cell,Cytotoxic T cell
699,CD14+ monocyte,CD14+ monocyte
700,CD14+ monocyte,CD14+ monocyte
701,CD14+ monocyte,CD14+ monocyte
702,CD14+ monocyte,CD14+ monocyte
703,B cell,B cell
704,CD4+ T cell,CD4+ T cell
705,CD14+ monocyte,CD14+ monocyte
706,Cytotoxic T cell,Cytotoxic T cell
707,CD14+ monocyte,CD4+ T cell
708,Cytotoxic T cell,CD4+ T cell
709,CD14+ monocyte,CD14+ monocyte
710,B cell,B cell
711,B cell,B cell
712,CD16+ monocyte,CD14+ monocyte
713,Cytotoxic T cell,Cytotoxic T cell
714,Cytotoxic T cell,Cytotoxic T cell
715,CD14+ monocyte,CD14+ monocyte
716,B cell,B cell
717,CD4+ T cell,CD4+ T cell
718,B cell,B cell
719,CD14+ monocyte,CD16+ monocyte
720,CD4+ T cell,CD4+ T cell
721,B cell,B cell
722,B cell,B cell
723,CD14+ monocyte,CD14+ monocyte
724,CD16+ monocyte,CD16+ monocyte
725,Natural killer cell,Natural killer cell
726,CD4+ T cell,CD4+ T cell
727,Cytotoxic T cell,Cytotoxic T cell
728,CD14+ monocyte,CD14+ monocyte
729,CD4+ T cell,Cytotoxic T cell
730,CD14+ monocyte,CD14+ monocyte
731,CD14+ monocyte,CD14+ monocyte
732,CD4+ T cell,CD4+ T cell
733,Cytotoxic T cell,CD4+ T cell
734,B cell,B cell
735,CD4+ T cell,CD4+ T cell
736,B cell,B cell
737,CD14+ monocyte,CD14+ monocyte
738,B cell,B cell
739,CD4+ T cell,CD4+ T cell
740,Cytotoxic T cell,CD4+ T cell
741,CD14+ monocyte,CD14+ monocyte
742,Cytotoxic T cell,Cytotoxic T cell
743,CD4+ T cell,CD4+ T cell
744,CD4+ T cell,Cytotoxic T cell
745,B cell,B cell
746,CD14+ monocyte,CD14+ monocyte
747,Cytotoxic T cell,Cytotoxic T cell
748,CD14+ monocyte,CD16+ monocyte
749,Megakaryocyte,Cytotoxic T cell
750,Cytotoxic T cell,Cytotoxic T cell
751,B cell,B cell
752,CD4+ T cell,CD4+ T cell
753,Cytotoxic T cell,Cytotoxic T cell
754,Cytotoxic T cell,Cytotoxic T cell
755,CD14+ monocyte,CD14+ monocyte
756,CD14+ monocyte,CD14+ monocyte
757,CD14+ monocyte,CD14+ monocyte
758,B cell,B cell
759,CD4+ T cell,CD4+ T cell
760,CD16+ monocyte,CD16+ monocyte
761,CD14+ monocyte,CD14+ monocyte
762,CD14+ monocyte,CD14+ monocyte
763,CD14+ monocyte,Dendritic cell
764,B cell,B cell
765,Cytotoxic T cell,Cytotoxic T cell
766,CD14+ monocyte,CD14+ monocyte
767,B cell,B cell
768,CD14+ monocyte,CD14+ monocyte
769,CD4+ T cell,CD4+ T cell
770,B cell,B cell
771,Cytotoxic T cell,Natural killer cell
772,CD16+ monocyte,CD16+ monocyte
773,CD4+ T cell,CD4+ T cell
774,Cytotoxic T cell,Cytotoxic T cell
775,Megakaryocyte,Megakaryocyte
776,CD14+ monocyte,B cell
777,CD14+ monocyte,CD14+ monocyte
778,B cell,B cell
779,CD16+ monocyte,CD16+ monocyte
780,Cytotoxic T cell,CD4+ T cell
781,Cytotoxic T cell,Cytotoxic T cell
782,CD4+ T cell,CD4+ T cell
783,CD14+ monocyte,CD14+ monocyte
784,CD4+ T cell,CD4+ T cell
785,Cytotoxic T cell,Cytotoxic T cell
786,CD14+ monocyte,CD14+ monocyte
787,CD14+ monocyte,CD14+ monocyte
788,Cytotoxic T cell,Cytotoxic T cell
789,Cytotoxic T cell,Cytotoxic T cell
790,CD4+ T cell,CD4+ T cell
791,Cytotoxic T cell,Cytotoxic T cell
792,CD4+ T cell,CD4+ T cell
793,CD4+ T cell,CD4+ T cell
794,B cell,B cell
795,B cell,B cell
796,CD4+ T cell,CD4+ T cell
797,CD14+ monocyte,CD14+ monocyte
798,CD14+ monocyte,CD14+ monocyte
799,Dendritic cell,CD16+ monocyte
800,CD14+ monocyte,CD14+ monocyte
801,CD14+ monocyte,CD14+ monocyte
802,CD4+ T cell,CD4+ T cell
803,Cytotoxic T cell,Cytotoxic T cell
804,CD14+ monocyte,CD14+ monocyte
805,CD14+ monocyte,CD14+ monocyte
806,CD14+ monocyte,CD14+ monocyte
807,CD14+ monocyte,CD4+ T cell
808,Cytotoxic T cell,Cytotoxic T cell
809,B cell,B cell
810,B cell,B cell
811,CD14+ monocyte,CD14+ monocyte
812,CD4+ T cell,CD4+ T cell
813,CD14+ monocyte,CD16+ monocyte
814,Cytotoxic T cell,Cytotoxic T cell
815,Cytotoxic T cell,Cytotoxic T cell
816,CD4+ T cell,CD4+ T cell
817,CD4+ T cell,CD4+ T cell
818,CD4+ T cell,CD4+ T cell
819,CD14+ monocyte,CD14+ monocyte
820,CD14+ monocyte,CD14+ monocyte
821,CD4+ T cell,CD4+ T cell
822,Cytotoxic T cell,Cytotoxic T cell
823,CD4+ T cell,CD4+ T cell
824,Natural killer cell,Cytotoxic T cell
825,Cytotoxic T cell,Cytotoxic T cell
826,Cytotoxic T cell,Cytotoxic T cell
827,B cell,B cell
828,Cytotoxic T cell,Cytotoxic T cell
829,Cytotoxic T cell,Cytotoxic T cell
830,B cell,B cell
831,B cell,B cell
832,CD14+ monocyte,CD16+ monocyte
833,Natural killer cell,Natural killer cell
834,Cytotoxic T cell,Cytotoxic T cell
835,CD14+ monocyte,CD14+ monocyte
836,CD14+ monocyte,CD14+ monocyte
837,CD14+ monocyte,CD14+ monocyte
838,Cytotoxic T cell,Cytotoxic T cell
839,CD14+ monocyte,CD14+ monocyte
840,Cytotoxic T cell,Cytotoxic T cell
841,CD14+ monocyte,CD14+ monocyte
842,CD14+ monocyte,CD14+ monocyte
843,CD4+ T cell,CD4+ T cell
844,CD14+ monocyte,Dendritic cell
845,Cytotoxic T cell,Cytotoxic T cell
846,CD4+ T cell,CD4+ T cell
847,B cell,B cell
848,CD14+ monocyte,CD14+ monocyte
849,B cell,B cell
850,CD14+ monocyte,CD14+ monocyte
851,Cytotoxic T cell,Cytotoxic T cell
852,CD14+ monocyte,CD14+ monocyte
853,Cytotoxic T cell,Cytotoxic T cell
854,CD4+ T cell,CD4+ T cell
855,CD14+ monocyte,CD14+ monocyte
856,Cytotoxic T cell,Cytotoxic T cell
857,CD4+ T cell,CD4+ T cell
858,CD14+ monocyte,CD14+ monocyte
859,Natural killer cell,Natural killer cell
860,CD14+ monocyte,CD4+ T cell
861,Cytotoxic T cell,Cytotoxic T cell
862,CD14+ monocyte,CD14+ monocyte
863,Cytotoxic T cell,Cytotoxic T cell
864,Cytotoxic T cell,Cytotoxic T cell
865,Cytotoxic T cell,Cytotoxic T cell
866,Cytotoxic T cell,CD4+ T cell
867,B cell,B cell
868,CD14+ monocyte,CD14+ monocyte
869,CD14+ monocyte,CD14+ monocyte
870,Cytotoxic T cell,Cytotoxic T cell
871,CD14+ monocyte,CD14+ monocyte
872,CD14+ monocyte,CD14+ monocyte
873,Cytotoxic T cell,CD4+ T cell
874,B cell,Dendritic cell
875,CD14+ monocyte,CD14+ monocyte
876,CD14+ monocyte,CD16+ monocyte
877,Cytotoxic T cell,CD4+ T cell
878,B cell,B cell
879,B cell,B cell
880,CD4+ T cell,CD4+ T cell
881,Cytotoxic T cell,CD4+ T cell
882,CD14+ monocyte,CD14+ monocyte
883,Megakaryocyte,Megakaryocyte
884,CD14+ monocyte,Plasmacytoid dendritic cell
885,Cytotoxic T cell,Cytotoxic T cell
886,B cell,Plasmacytoid dendritic cell
887,CD4+ T cell,CD4+ T cell
888,Cytotoxic T cell,Cytotoxic T cell
889,CD14+ monocyte,CD14+ monocyte
890,Cytotoxic T cell,Cytotoxic T cell
891,CD16+ monocyte,CD16+ monocyte
892,CD14+ monocyte,CD14+ monocyte
893,Cytotoxic T cell,Cytotoxic T cell
894,CD14+ monocyte,CD16+ monocyte
895,Cytotoxic T cell,Cytotoxic T cell
896,CD14+ monocyte,CD14+ monocyte
897,Cytotoxic T cell,Cytotoxic T cell
898,B cell,B cell
899,Cytotoxic T cell,Cytotoxic T cell
900,CD14+ monocyte,CD14+ monocyte
901,CD14+ monocyte,CD14+ monocyte
902,CD4+ T cell,CD4+ T cell
903,Cytotoxic T cell,Cytotoxic T cell
904,CD4+ T cell,CD4+ T cell
905,CD14+ monocyte,CD14+ monocyte
906,CD14+ monocyte,CD14+ monocyte
907,B cell,B cell
908,CD14+ monocyte,CD14+ monocyte
909,B cell,B cell
910,CD4+ T cell,CD4+ T cell
911,B cell,B cell
912,Megakaryocyte,Megakaryocyte
913,Cytotoxic T cell,CD4+ T cell
914,CD14+ monocyte,CD14+ monocyte
915,CD14+ monocyte,CD14+ monocyte
916,CD14+ monocyte,CD14+ monocyte
917,Cytotoxic T cell,Cytotoxic T cell
918,CD4+ T cell,CD4+ T cell
919,CD14+ monocyte,CD14+ monocyte
920,CD4+ T cell,CD4+ T cell
921,Megakaryocyte,Megakaryocyte
922,B cell,B cell
923,B cell,B cell
924,CD4+ T cell,CD4+ T cell
925,B cell,B cell
926,CD14+ monocyte,CD14+ monocyte
927,CD14+ monocyte,CD16+ monocyte
928,Cytotoxic T cell,Cytotoxic T cell
929,Natural killer cell,Natural killer cell
930,CD14+ monocyte,CD14+ monocyte
931,CD14+ monocyte,CD14+ monocyte
932,Megakaryocyte,Megakaryocyte
933,B cell,B cell
934,CD14+ monocyte,CD14+ monocyte
935,Cytotoxic T cell,CD4+ T cell
936,CD4+ T cell,CD4+ T cell
937,B cell,B cell
938,Dendritic cell,Dendritic cell
939,CD14+ monocyte,CD16+ monocyte
940,CD14+ monocyte,CD14+ monocyte
941,B cell,B cell
942,CD4+ T cell,Cytotoxic T cell
943,Cytotoxic T cell,Cytotoxic T cell
944,CD14+ monocyte,Cytotoxic T cell
945,CD14+ monocyte,CD14+ monocyte
946,B cell,B cell
947,CD14+ monocyte,CD14+ monocyte
948,CD4+ T cell,CD4+ T cell
949,B cell,B cell
950,CD14+ monocyte,CD14+ monocyte
951,CD14+ monocyte,Plasmacytoid dendritic cell
952,CD4+ T cell,CD4+ T cell
953,B cell,B cell
954,Cytotoxic T cell,Cytotoxic T cell
955,CD14+ monocyte,CD14+ monocyte
956,CD14+ monocyte,CD14+ monocyte
957,CD4+ T cell,CD4+ T cell
958,Natural killer cell,Cytotoxic T cell
959,CD4+ T cell,CD4+ T cell
960,CD14+ monocyte,CD14+ monocyte
961,Cytotoxic T cell,Cytotoxic T cell
962,Dendritic cell,Plasmacytoid dendritic cell
963,Cytotoxic T cell,Cytotoxic T cell
964,CD4+ T cell,CD4+ T cell
965,CD4+ T cell,CD4+ T cell
966,CD14+ monocyte,CD14+ monocyte
967,CD4+ T cell,Cytotoxic T cell
968,Cytotoxic T cell,Cytotoxic T cell
969,Cytotoxic T cell,Cytotoxic T cell
970,B cell,B cell
971,CD16+ monocyte,CD16+ monocyte
972,CD14+ monocyte,CD14+ monocyte
973,CD14+ monocyte,CD14+ monocyte
974,Cytotoxic T cell,Cytotoxic T cell
975,CD14+ monocyte,CD14+ monocyte
976,Cytotoxic T cell,Megakaryocyte
977,B cell,B cell
978,CD14+ monocyte,CD14+ monocyte
979,B cell,B cell
980,Cytotoxic T cell,Cytotoxic T cell
981,CD14+ monocyte,CD14+ monocyte
982,Cytotoxic T cell,Cytotoxic T cell
983,Natural killer cell,Natural killer cell
984,CD14+ monocyte,CD14+ monocyte
985,Cytotoxic T cell,Cytotoxic T cell
986,B cell,CD16+ monocyte
987,Cytotoxic T cell,Cytotoxic T cell
988,Cytotoxic T cell,Cytotoxic T cell
989,B cell,B cell
990,Cytotoxic T cell,Cytotoxic T cell
991,Cytotoxic T cell,Cytotoxic T cell
992,CD14+ monocyte,CD14+ monocyte
993,Cytotoxic T cell,Cytotoxic T cell
994,Megakaryocyte,Megakaryocyte
995,Natural killer cell,Natural killer cell
996,Cytotoxic T cell,Cytotoxic T cell
997,Cytotoxic T cell,Cytotoxic T cell
998,CD14+ monocyte,CD14+ monocyte
999,CD14+ monocyte,CD14+ monocyte
1000,Cytotoxic T cell,Cytotoxic T cell
1001,Cytotoxic T cell,Cytotoxic T cell
1002,B cell,B cell
1003,Cytotoxic T cell,Cytotoxic T cell
1004,B cell,B cell
1005,CD4+ T cell,CD4+ T cell
1006,CD14+ monocyte,CD14+ monocyte
1007,CD4+ T cell,Cytotoxic T cell
1008,Cytotoxic T cell,Cytotoxic T cell
1009,Cytotoxic T cell,Cytotoxic T cell
1010,Cytotoxic T cell,Cytotoxic T cell
1011,CD16+ monocyte,CD16+ monocyte
1012,CD14+ monocyte,CD14+ monocyte
1013,Cytotoxic T cell,Cytotoxic T cell
1014,Cytotoxic T cell,Cytotoxic T cell
1015,CD14+ monocyte,CD14+ monocyte
1016,Cytotoxic T cell,Cytotoxic T cell
1017,Cytotoxic T cell,Cytotoxic T cell
1018,CD4+ T cell,CD4+ T cell
1019,CD4+ T cell,CD4+ T cell
1020,Cytotoxic T cell,CD4+ T cell
1021,CD16+ monocyte,CD16+ monocyte
1022,Cytotoxic T cell,Cytotoxic T cell
1023,Megakaryocyte,Megakaryocyte
1024,B cell,B cell
1025,Natural killer cell,Natural killer cell
1026,CD14+ monocyte,CD14+ monocyte
1027,CD14+ monocyte,CD14+ monocyte
1028,CD4+ T cell,CD4+ T cell
1029,Cytotoxic T cell,Cytotoxic T cell
1030,CD14+ monocyte,CD14+ monocyte
1031,B cell,B cell
1032,Megakaryocyte,Megakaryocyte
1033,CD4+ T cell,CD4+ T cell
1034,CD14+ monocyte,CD14+ monocyte
1035,Megakaryocyte,Megakaryocyte
1036,Natural killer cell,Natural killer cell
1037,Cytotoxic T cell,Cytotoxic T cell
1038,CD14+ monocyte,CD14+ monocyte
1039,Cytotoxic T cell,Cytotoxic T cell
1040,Cytotoxic T cell,Cytotoxic T cell
1041,Megakaryocyte,Megakaryocyte
1042,CD16+ monocyte,CD16+ monocyte
1043,CD14+ monocyte,CD14+ monocyte
1044,CD4+ T cell,Cytotoxic T cell
1045,Cytotoxic T cell,Cytotoxic T cell
1046,Natural killer cell,Natural killer cell
1047,B cell,B cell
1048,CD4+ T cell,CD4+ T cell
1049,CD14+ monocyte,CD14+ monocyte
1050,Cytotoxic T cell,Cytotoxic T cell
1051,CD14+ monocyte,Plasmacytoid dendritic cell
1052,B cell,B cell
1053,B cell,B cell
1054,B cell,Dendritic cell
1055,CD14+ monocyte,CD14+ monocyte
1056,Cytotoxic T cell,Cytotoxic T cell
1057,B cell,B cell
1058,CD14+ monocyte,CD14+ monocyte
1059,Cytotoxic T cell,Cytotoxic T cell
1060,CD14+ monocyte,CD14+ monocyte
1061,CD16+ monocyte,CD16+ monocyte
1062,CD14+ monocyte,CD14+ monocyte
1063,Cytotoxic T cell,Cytotoxic T cell
1064,CD14+ monocyte,CD14+ monocyte
1065,B cell,B cell
1066,Cytotoxic T cell,Cytotoxic T cell
1067,Cytotoxic T cell,Cytotoxic T cell
1068,CD14+ monocyte,CD16+ monocyte
1069,Cytotoxic T cell,Cytotoxic T cell
1070,CD14+ monocyte,CD14+ monocyte
1071,Cytotoxic T cell,Cytotoxic T cell
1072,CD14+ monocyte,CD14+ monocyte
1073,CD14+ monocyte,CD14+ monocyte
1074,B cell,Dendritic cell
1075,CD14+ monocyte,CD14+ monocyte
1076,CD14+ monocyte,CD14+ monocyte
1077,CD14+ monocyte,CD14+ monocyte
1078,CD14+ monocyte,CD14+ monocyte
1079,CD14+ monocyte,CD14+ monocyte
1080,Cytotoxic T cell,Cytotoxic T cell
1081,CD4+ T cell,CD4+ T cell
1082,Cytotoxic T cell,CD4+ T cell
1083,CD14+ monocyte,CD14+ monocyte
1084,CD14+ monocyte,CD14+ monocyte
1085,Natural killer cell,Natural killer cell
1086,Natural killer cell,Natural killer cell
1087,CD4+ T cell,CD4+ T cell
1088,Cytotoxic T cell,Cytotoxic T cell
1089,B cell,B cell
1090,CD14+ monocyte,CD14+ monocyte
1091,CD14+ monocyte,CD14+ monocyte
1092,CD14+ monocyte,CD14+ monocyte
1093,Megakaryocyte,Megakaryocyte
1094,CD14+ monocyte,CD14+ monocyte
1095,CD14+ monocyte,CD14+ monocyte
1096,B cell,B cell
1097,CD14+ monocyte,CD14+ monocyte
1098,Cytotoxic T cell,Cytotoxic T cell
1099,CD4+ T cell,CD4+ T cell
1100,CD4+ T cell,CD4+ T cell
1101,Megakaryocyte,Megakaryocyte
1102,CD14+ monocyte,CD14+ monocyte
1103,Cytotoxic T cell,Cytotoxic T cell
1104,CD14+ monocyte,CD14+ monocyte
1105,Cytotoxic T cell,Cytotoxic T cell
1106,CD4+ T cell,CD4+ T cell
1107,CD14+ monocyte,CD14+ monocyte
1108,Cytotoxic T cell,Cytotoxic T cell
1109,B cell,B cell
1110,CD14+ monocyte,Dendritic cell
1111,CD4+ T cell,CD4+ T cell
1112,B cell,B cell
1113,B cell,B cell
1114,CD14+ monocyte,CD14+ monocyte
1115,CD4+ T cell,CD4+ T cell
1116,B cell,B cell
1117,CD14+ monocyte,CD14+ monocyte
1118,Cytotoxic T cell,Cytotoxic T cell
1119,Cytotoxic T cell,Cytotoxic T cell
1120,CD4+ T cell,CD4+ T cell
1121,CD14+ monocyte,CD14+ monocyte
1122,CD16+ monocyte,CD16+ monocyte
1123,CD14+ monocyte,CD14+ monocyte
1124,Cytotoxic T cell,Cytotoxic T cell
1125,B cell,B cell
1126,CD4+ T cell,CD4+ T cell
1127,CD4+ T cell,CD4+ T cell
1128,CD14+ monocyte,CD14+ monocyte
1129,CD4+ T cell,CD4+ T cell
1130,CD14+ monocyte,Dendritic cell
1131,Natural killer cell,Natural killer cell
1132,CD14+ monocyte,CD14+ monocyte
1133,Cytotoxic T cell,Cytotoxic T cell
1134,Natural killer cell,Cytotoxic T cell
1135,CD14+ monocyte,CD14+ monocyte
1136,CD4+ T cell,Plasmacytoid dendritic cell
1137,Cytotoxic T cell,Cytotoxic T cell
1138,Cytotoxic T cell,Cytotoxic T cell
1139,CD14+ monocyte,CD14+ monocyte
1140,CD14+ monocyte,CD14+ monocyte
1141,Cytotoxic T cell,Cytotoxic T cell
1142,CD14+ monocyte,CD14+ monocyte
1143,CD4+ T cell,CD4+ T cell
1144,Cytotoxic T cell,Cytotoxic T cell
1145,B cell,B cell
1146,Cytotoxic T cell,Cytotoxic T cell
1147,B cell,B cell
1148,CD4+ T cell,CD4+ T cell
1149,Cytotoxic T cell,Cytotoxic T cell
1150,CD4+ T cell,CD4+ T cell
1151,Cytotoxic T cell,Cytotoxic T cell
1152,B cell,B cell
1153,CD14+ monocyte,CD14+ monocyte
1154,CD4+ T cell,CD4+ T cell
1155,B cell,B cell
1156,CD14+ monocyte,CD14+ monocyte
1157,Cytotoxic T cell,Cytotoxic T cell
1158,B cell,B cell
1159,Cytotoxic T cell,Cytotoxic T cell
1160,CD14+ monocyte,CD14+ monocyte
1161,CD14+ monocyte,CD14+ monocyte
1162,Cytotoxic T cell,CD4+ T cell
1163,B cell,B cell
1164,Cytotoxic T cell,Cytotoxic T cell
1165,CD14+ monocyte,CD14+ monocyte
1166,CD14+ monocyte,CD14+ monocyte
1167,B cell,B cell
1168,CD14+ monocyte,CD14+ monocyte
1169,B cell,B cell
1170,Megakaryocyte,Megakaryocyte
1171,CD14+ monocyte,CD14+ monocyte
1172,CD14+ monocyte,CD14+ monocyte
1173,CD14+ monocyte,CD14+ monocyte
1174,CD14+ monocyte,CD14+ monocyte
1175,Megakaryocyte,CD14+ monocyte
1176,Cytotoxic T cell,Cytotoxic T cell
1177,B cell,B cell
1178,Cytotoxic T cell,Cytotoxic T cell
1179,CD14+ monocyte,CD14+ monocyte
1180,CD14+ monocyte,CD14+ monocyte
1181,CD14+ monocyte,CD14+ monocyte
1182,CD4+ T cell,CD4+ T cell
1183,CD4+ T cell,CD4+ T cell
1184,Cytotoxic T cell,Cytotoxic T cell
1185,CD14+ monocyte,CD14+ monocyte
1186,CD14+ monocyte,CD14+ monocyte
1187,CD14+ monocyte,Cytotoxic T cell
1188,Megakaryocyte,Megakaryocyte
1189,CD14+ monocyte,CD14+ monocyte
1190,Dendritic cell,Dendritic cell
1191,CD14+ monocyte,CD14+ monocyte
1192,CD14+ monocyte,CD14+ monocyte
1193,CD14+ monocyte,CD16+ monocyte
1194,Cytotoxic T cell,Cytotoxic T cell
1195,CD4+ T cell,CD4+ T cell
1196,CD14+ monocyte,CD14+ monocyte
1197,Cytotoxic T cell,Cytotoxic T cell
1198,CD16+ monocyte,CD14+ monocyte
1199,CD4+ T cell,CD4+ T cell
1200,B cell,Dendritic cell
1201,CD4+ T cell,CD4+ T cell
1202,CD4+ T cell,CD4+ T cell
1203,Cytotoxic T cell,Cytotoxic T cell
1204,CD14+ monocyte,CD14+ monocyte
1205,B cell,B cell
1206,Cytotoxic T cell,Cytotoxic T cell
1207,Cytotoxic T cell,CD4+ T cell
1208,CD14+ monocyte,Cytotoxic T cell
1209,B cell,B cell
1210,Cytotoxic T cell,Cytotoxic T cell
1211,Cytotoxic T cell,Cytotoxic T cell
1212,CD4+ T cell,CD4+ T cell
1213,Natural killer cell,Cytotoxic T cell
1214,B cell,B cell
1215,CD14+ monocyte,CD14+ monocyte
1216,Cytotoxic T cell,Cytotoxic T cell
1217,CD4+ T cell,CD4+ T cell
1218,CD14+ monocyte,CD14+ monocyte
1219,Dendritic cell,Dendritic cell
1220,Cytotoxic T cell,Cytotoxic T cell
1221,Cytotoxic T cell,Natural killer cell
1222,B cell,B cell
1223,CD4+ T cell,CD4+ T cell
1224,Cytotoxic T cell,Cytotoxic T cell
1225,CD4+ T cell,CD4+ T cell
1226,B cell,Dendritic cell
1227,CD14+ monocyte,Dendritic cell
1228,CD14+ monocyte,CD14+ monocyte
1229,Cytotoxic T cell,Cytotoxic T cell
1230,B cell,B cell
1231,Cytotoxic T cell,Cytotoxic T cell
1232,CD14+ monocyte,CD14+ monocyte
1233,CD14+ monocyte,CD14+ monocyte
1234,Cytotoxic T cell,Cytotoxic T cell
1235,CD14+ monocyte,CD14+ monocyte
1236,CD14+ monocyte,CD14+ monocyte
1237,CD4+ T cell,CD4+ T cell
1238,CD4+ T cell,CD4+ T cell
1239,CD4+ T cell,CD4+ T cell
1240,CD14+ monocyte,CD14+ monocyte
1241,CD4+ T cell,CD4+ T cell
1242,CD4+ T cell,CD4+ T cell
1243,Cytotoxic T cell,Cytotoxic T cell
1244,CD14+ monocyte,CD14+ monocyte
1245,Cytotoxic T cell,Cytotoxic T cell
1246,Cytotoxic T cell,Cytotoxic T cell
1247,B cell,B cell
1248,B cell,B cell
1249,CD14+ monocyte,CD14+ monocyte
1250,B cell,B cell
1251,CD14+ monocyte,CD14+ monocyte
1252,B cell,B cell
1253,Cytotoxic T cell,Cytotoxic T cell
1254,B cell,B cell
1255,CD14+ monocyte,CD16+ monocyte
1256,Megakaryocyte,Megakaryocyte
1257,B cell,B cell
1258,B cell,B cell
1259,CD14+ monocyte,CD14+ monocyte
1260,CD14+ monocyte,CD14+ monocyte
1261,B cell,B cell
1262,CD14+ monocyte,CD14+ monocyte
1263,Cytotoxic T cell,Cytotoxic T cell
1264,CD14+ monocyte,CD14+ monocyte
1265,CD16+ monocyte,CD16+ monocyte
1266,Megakaryocyte,Megakaryocyte
1267,CD14+ monocyte,CD14+ monocyte
1268,CD4+ T cell,CD4+ T cell
1269,CD14+ monocyte,CD14+ monocyte
1270,Cytotoxic T cell,Cytotoxic T cell
1271,CD4+ T cell,Cytotoxic T cell
1272,CD4+ T cell,CD4+ T cell
1273,Cytotoxic T cell,Cytotoxic T cell
1274,Cytotoxic T cell,Cytotoxic T cell
1275,Cytotoxic T cell,Cytotoxic T cell
1276,B cell,B cell
1277,CD4+ T cell,CD4+ T cell
1278,CD14+ monocyte,CD14+ monocyte
1279,CD4+ T cell,CD4+ T cell
1280,B cell,B cell
1281,CD14+ monocyte,CD14+ monocyte
1282,B cell,B cell
1283,B cell,B cell
1284,Cytotoxic T cell,Cytotoxic T cell
1285,B cell,B cell
1286,CD14+ monocyte,CD14+ monocyte
1287,CD14+ monocyte,CD14+ monocyte
1288,Cytotoxic T cell,Cytotoxic T cell
1289,Megakaryocyte,Megakaryocyte
1290,B cell,B cell
1291,CD4+ T cell,CD4+ T cell
1292,B cell,B cell
1293,CD14+ monocyte,CD14+ monocyte
1294,CD14+ monocyte,CD14+ monocyte
1295,CD14+ monocyte,CD14+ monocyte
1296,CD14+ monocyte,CD14+ monocyte
1297,Cytotoxic T cell,Cytotoxic T cell
1298,CD14+ monocyte,CD14+ monocyte
1299,CD14+ monocyte,CD14+ monocyte
1300,Natural killer cell,Natural killer cell
1301,CD4+ T cell,CD4+ T cell
1302,B cell,B cell
1303,CD14+ monocyte,Dendritic cell
1304,Dendritic cell,Dendritic cell
1305,B cell,B cell
1306,CD14+ monocyte,CD14+ monocyte
1307,CD14+ monocyte,CD16+ monocyte
1308,Cytotoxic T cell,CD4+ T cell
1309,CD14+ monocyte,CD14+ monocyte
1310,CD14+ monocyte,CD14+ monocyte
1311,CD14+ monocyte,CD14+ monocyte
1312,CD14+ monocyte,Dendritic cell
1313,B cell,B cell
1314,CD14+ monocyte,CD14+ monocyte
1315,CD14+ monocyte,CD4+ T cell
1316,Cytotoxic T cell,Cytotoxic T cell
1317,Dendritic cell,CD16+ monocyte
1318,Cytotoxic T cell,Cytotoxic T cell
1319,CD4+ T cell,CD4+ T cell
1320,Cytotoxic T cell,Cytotoxic T cell
1321,Cytotoxic T cell,Cytotoxic T cell
1322,CD4+ T cell,CD4+ T cell
1323,CD14+ monocyte,CD14+ monocyte
1324,CD4+ T cell,CD4+ T cell
1325,Cytotoxic T cell,Cytotoxic T cell
1326,B cell,B cell
1327,Cytotoxic T cell,Cytotoxic T cell
1328,CD4+ T cell,CD4+ T cell
1329,CD4+ T cell,CD4+ T cell
1330,CD14+ monocyte,CD14+ monocyte
1331,CD14+ monocyte,CD14+ monocyte
1332,Cytotoxic T cell,Cytotoxic T cell
1333,CD4+ T cell,Cytotoxic T cell
1334,Natural killer cell,Natural killer cell
1335,CD14+ monocyte,CD14+ monocyte
1336,Cytotoxic T cell,Cytotoxic T cell
1337,B cell,B cell
1338,B cell,Dendritic cell
1339,CD4+ T cell,CD4+ T cell
1340,Cytotoxic T cell,Cytotoxic T cell
1341,Cytotoxic T cell,Cytotoxic T cell
1342,CD14+ monocyte,CD14+ monocyte
1343,Megakaryocyte,Megakaryocyte
1344,Cytotoxic T cell,Cytotoxic T cell
1345,Cytotoxic T cell,Cytotoxic T cell
1346,CD14+ monocyte,CD14+ monocyte
1347,B cell,B cell
1348,B cell,B cell
1349,CD4+ T cell,CD4+ T cell
1350,Cytotoxic T cell,Cytotoxic T cell
1351,CD14+ monocyte,CD14+ monocyte
1352,Dendritic cell,Plasmacytoid dendritic cell
1353,Megakaryocyte,Megakaryocyte
1354,Cytotoxic T cell,CD4+ T cell
1355,CD14+ monocyte,CD14+ monocyte
1356,Cytotoxic T cell,Cytotoxic T cell
1357,Cytotoxic T cell,Cytotoxic T cell
1358,CD14+ monocyte,CD16+ monocyte
1359,CD4+ T cell,CD4+ T cell
1360,CD14+ monocyte,CD14+ monocyte
1361,Cytotoxic T cell,Cytotoxic T cell
1362,B cell,CD4+ T cell
1363,B cell,B cell
1364,B cell,B cell
1365,CD14+ monocyte,CD14+ monocyte
1366,CD4+ T cell,CD4+ T cell
1367,Cytotoxic T cell,Cytotoxic T cell
1368,B cell,B cell
1369,Cytotoxic T cell,Cytotoxic T cell
