,pred,true
728,Cytotoxic T cell,Cytotoxic T cell
729,CD4+ T cell,CD4+ T cell
730,Cytotoxic T cell,Cytotoxic T cell
731,Cytotoxic T cell,Natural killer cell
732,B cell,B cell
733,B cell,B cell
734,B cell,B cell
735,Cytotoxic T cell,Cytotoxic T cell
736,B cell,B cell
737,Cytotoxic T cell,Natural killer cell
738,CD4+ T cell,CD4+ T cell
739,B cell,B cell
740,B cell,B cell
741,CD16+ monocyte,CD16+ monocyte
742,B cell,B cell
743,CD4+ T cell,CD4+ T cell
744,Cytotoxic T cell,Cytotoxic T cell
745,Cytotoxic T cell,Cytotoxic T cell
746,B cell,B cell
747,Cytotoxic T cell,Natural killer cell
748,CD4+ T cell,CD4+ T cell
749,CD4+ T cell,CD4+ T cell
750,CD4+ T cell,CD4+ T cell
751,Cytotoxic T cell,Cytotoxic T cell
752,Cytotoxic T cell,Cytotoxic T cell
753,Natural killer cell,Natural killer cell
754,CD4+ T cell,CD4+ T cell
755,CD4+ T cell,CD4+ T cell
756,B cell,B cell
757,CD4+ T cell,CD4+ T cell
758,CD4+ T cell,CD4+ T cell
759,B cell,B cell
760,Cytotoxic T cell,Cytotoxic T cell
761,CD4+ T cell,CD4+ T cell
762,CD4+ T cell,CD4+ T cell
763,CD14+ monocyte,CD14+ monocyte
764,Cytotoxic T cell,Cytotoxic T cell
765,CD14+ monocyte,CD16+ monocyte
766,Cytotoxic T cell,Cytotoxic T cell
767,CD4+ T cell,CD4+ T cell
768,Cytotoxic T cell,Cytotoxic T cell
769,Cytotoxic T cell,Cytotoxic T cell
770,B cell,B cell
771,CD4+ T cell,CD4+ T cell
772,CD4+ T cell,CD4+ T cell
773,Cytotoxic T cell,CD4+ T cell
774,B cell,B cell
775,CD4+ T cell,CD4+ T cell
776,B cell,B cell
777,Cytotoxic T cell,Cytotoxic T cell
778,CD4+ T cell,CD4+ T cell
779,B cell,B cell
780,Cytotoxic T cell,Cytotoxic T cell
781,B cell,B cell
782,CD4+ T cell,CD4+ T cell
783,CD4+ T cell,CD4+ T cell
784,Cytotoxic T cell,Cytotoxic T cell
785,B cell,B cell
786,Cytotoxic T cell,CD14+ monocyte
787,Cytotoxic T cell,Cytotoxic T cell
788,Cytotoxic T cell,Cytotoxic T cell
789,CD14+ monocyte,CD14+ monocyte
790,CD4+ T cell,CD4+ T cell
791,Cytotoxic T cell,Cytotoxic T cell
792,CD14+ monocyte,CD16+ monocyte
793,Cytotoxic T cell,Cytotoxic T cell
794,Cytotoxic T cell,Cytotoxic T cell
795,Cytotoxic T cell,Cytotoxic T cell
796,Cytotoxic T cell,Cytotoxic T cell
797,Cytotoxic T cell,Cytotoxic T cell
798,CD4+ T cell,CD4+ T cell
799,CD4+ T cell,CD4+ T cell
800,Cytotoxic T cell,Cytotoxic T cell
801,CD4+ T cell,CD4+ T cell
802,CD4+ T cell,CD4+ T cell
803,B cell,Cytotoxic T cell
804,Cytotoxic T cell,Natural killer cell
805,Cytotoxic T cell,Cytotoxic T cell
806,Cytotoxic T cell,Cytotoxic T cell
807,Cytotoxic T cell,Cytotoxic T cell
808,Dendritic cell,CD14+ monocyte
809,Cytotoxic T cell,Cytotoxic T cell
810,CD14+ monocyte,CD14+ monocyte
811,Cytotoxic T cell,CD4+ T cell
812,Natural killer cell,Natural killer cell
813,B cell,B cell
814,CD4+ T cell,CD4+ T cell
815,Cytotoxic T cell,Cytotoxic T cell
816,Cytotoxic T cell,Cytotoxic T cell
817,B cell,B cell
818,CD4+ T cell,CD4+ T cell
819,Cytotoxic T cell,Cytotoxic T cell
820,Cytotoxic T cell,Cytotoxic T cell
821,CD4+ T cell,CD4+ T cell
822,Cytotoxic T cell,Cytotoxic T cell
823,CD4+ T cell,CD4+ T cell
824,B cell,B cell
825,Natural killer cell,Natural killer cell
826,Cytotoxic T cell,Cytotoxic T cell
827,CD4+ T cell,CD14+ monocyte
828,Cytotoxic T cell,Cytotoxic T cell
829,Cytotoxic T cell,Cytotoxic T cell
830,Cytotoxic T cell,CD14+ monocyte
831,CD16+ monocyte,CD16+ monocyte
832,CD4+ T cell,CD4+ T cell
833,Cytotoxic T cell,Cytotoxic T cell
834,CD16+ monocyte,CD16+ monocyte
835,Cytotoxic T cell,Cytotoxic T cell
836,B cell,B cell
837,CD14+ monocyte,CD14+ monocyte
838,B cell,B cell
839,Cytotoxic T cell,Megakaryocyte
840,Cytotoxic T cell,Cytotoxic T cell
841,CD4+ T cell,CD4+ T cell
842,CD4+ T cell,CD4+ T cell
843,B cell,B cell
844,Cytotoxic T cell,Cytotoxic T cell
845,CD4+ T cell,CD4+ T cell
846,Natural killer cell,Natural killer cell
847,Natural killer cell,Cytotoxic T cell
848,Cytotoxic T cell,CD4+ T cell
849,B cell,B cell
850,CD4+ T cell,CD4+ T cell
851,Cytotoxic T cell,Natural killer cell
852,Cytotoxic T cell,Cytotoxic T cell
853,CD4+ T cell,CD4+ T cell
854,CD4+ T cell,CD4+ T cell
855,CD4+ T cell,CD4+ T cell
856,CD4+ T cell,CD4+ T cell
857,CD4+ T cell,CD4+ T cell
858,Cytotoxic T cell,Natural killer cell
859,Natural killer cell,Natural killer cell
860,Cytotoxic T cell,Cytotoxic T cell
861,CD4+ T cell,Cytotoxic T cell
862,B cell,B cell
863,CD14+ monocyte,CD14+ monocyte
864,Cytotoxic T cell,Cytotoxic T cell
865,B cell,B cell
866,CD14+ monocyte,CD16+ monocyte
867,CD4+ T cell,CD4+ T cell
868,B cell,B cell
869,CD4+ T cell,CD4+ T cell
870,CD4+ T cell,CD4+ T cell
871,Cytotoxic T cell,Cytotoxic T cell
872,CD14+ monocyte,CD16+ monocyte
873,CD4+ T cell,CD4+ T cell
874,CD16+ monocyte,CD16+ monocyte
875,Cytotoxic T cell,Cytotoxic T cell
876,B cell,B cell
877,Cytotoxic T cell,CD4+ T cell
878,CD4+ T cell,CD4+ T cell
879,B cell,B cell
880,Cytotoxic T cell,Cytotoxic T cell
881,CD4+ T cell,CD4+ T cell
882,CD14+ monocyte,CD14+ monocyte
883,B cell,B cell
884,Cytotoxic T cell,Cytotoxic T cell
885,CD4+ T cell,CD4+ T cell
886,CD14+ monocyte,CD14+ monocyte
887,CD4+ T cell,CD14+ monocyte
888,B cell,B cell
889,CD14+ monocyte,CD14+ monocyte
890,Cytotoxic T cell,Cytotoxic T cell
891,Cytotoxic T cell,CD4+ T cell
892,B cell,B cell
893,B cell,B cell
894,B cell,B cell
895,CD4+ T cell,CD4+ T cell
896,Cytotoxic T cell,Cytotoxic T cell
897,B cell,B cell
898,CD4+ T cell,B cell
899,CD4+ T cell,Cytotoxic T cell
900,CD4+ T cell,CD4+ T cell
901,CD4+ T cell,CD4+ T cell
902,CD14+ monocyte,CD16+ monocyte
903,Cytotoxic T cell,Cytotoxic T cell
904,B cell,B cell
905,CD4+ T cell,CD4+ T cell
906,CD4+ T cell,CD4+ T cell
907,Cytotoxic T cell,Cytotoxic T cell
908,Cytotoxic T cell,Cytotoxic T cell
909,Cytotoxic T cell,Cytotoxic T cell
910,CD4+ T cell,CD4+ T cell
911,CD4+ T cell,Cytotoxic T cell
912,Cytotoxic T cell,CD4+ T cell
913,B cell,B cell
914,Cytotoxic T cell,Cytotoxic T cell
915,CD4+ T cell,CD4+ T cell
916,CD14+ monocyte,CD14+ monocyte
917,CD4+ T cell,CD4+ T cell
918,Natural killer cell,Natural killer cell
919,CD16+ monocyte,CD16+ monocyte
920,Cytotoxic T cell,Cytotoxic T cell
921,Cytotoxic T cell,Cytotoxic T cell
922,B cell,B cell
923,CD4+ T cell,CD4+ T cell
924,Cytotoxic T cell,Cytotoxic T cell
925,Cytotoxic T cell,Cytotoxic T cell
926,CD4+ T cell,Cytotoxic T cell
927,Cytotoxic T cell,Natural killer cell
928,CD4+ T cell,CD4+ T cell
929,B cell,B cell
930,B cell,B cell
931,B cell,B cell
932,CD4+ T cell,CD4+ T cell
933,B cell,B cell
934,Cytotoxic T cell,Cytotoxic T cell
935,B cell,B cell
936,B cell,B cell
937,B cell,B cell
938,CD4+ T cell,CD4+ T cell
939,Natural killer cell,Natural killer cell
940,B cell,B cell
941,Cytotoxic T cell,Cytotoxic T cell
942,Cytotoxic T cell,Cytotoxic T cell
943,Cytotoxic T cell,Cytotoxic T cell
944,Cytotoxic T cell,Cytotoxic T cell
945,Cytotoxic T cell,CD4+ T cell
946,CD4+ T cell,CD4+ T cell
947,Cytotoxic T cell,Cytotoxic T cell
948,Cytotoxic T cell,Cytotoxic T cell
949,CD4+ T cell,CD4+ T cell
950,Cytotoxic T cell,CD4+ T cell
951,CD4+ T cell,CD4+ T cell
952,Cytotoxic T cell,Cytotoxic T cell
953,B cell,B cell
954,CD4+ T cell,CD4+ T cell
955,B cell,B cell
956,CD4+ T cell,CD4+ T cell
957,Cytotoxic T cell,Cytotoxic T cell
958,Cytotoxic T cell,Cytotoxic T cell
959,CD4+ T cell,Cytotoxic T cell
960,CD14+ monocyte,CD14+ monocyte
961,Cytotoxic T cell,Natural killer cell
962,B cell,B cell
963,B cell,B cell
964,Cytotoxic T cell,CD4+ T cell
965,B cell,B cell
966,CD4+ T cell,CD4+ T cell
967,CD4+ T cell,CD4+ T cell
968,Dendritic cell,CD14+ monocyte
969,CD4+ T cell,CD4+ T cell
970,B cell,B cell
971,Cytotoxic T cell,Cytotoxic T cell
972,Cytotoxic T cell,Cytotoxic T cell
973,B cell,Cytotoxic T cell
974,Cytotoxic T cell,CD4+ T cell
975,Cytotoxic T cell,Cytotoxic T cell
976,CD4+ T cell,CD4+ T cell
977,Cytotoxic T cell,Cytotoxic T cell
978,Cytotoxic T cell,Cytotoxic T cell
979,CD4+ T cell,Cytotoxic T cell
980,B cell,B cell
981,Natural killer cell,Natural killer cell
982,Natural killer cell,Natural killer cell
983,Cytotoxic T cell,Cytotoxic T cell
984,CD4+ T cell,CD4+ T cell
985,B cell,B cell
986,CD4+ T cell,Cytotoxic T cell
987,Cytotoxic T cell,CD4+ T cell
988,Cytotoxic T cell,Cytotoxic T cell
989,Cytotoxic T cell,Cytotoxic T cell
990,Cytotoxic T cell,CD4+ T cell
991,B cell,B cell
992,CD14+ monocyte,CD14+ monocyte
993,B cell,B cell
994,Cytotoxic T cell,Cytotoxic T cell
995,B cell,B cell
996,CD4+ T cell,CD4+ T cell
997,CD4+ T cell,CD4+ T cell
998,CD16+ monocyte,CD16+ monocyte
999,Cytotoxic T cell,CD4+ T cell
1000,B cell,B cell
1001,CD4+ T cell,CD4+ T cell
1002,CD4+ T cell,CD4+ T cell
1003,Cytotoxic T cell,Cytotoxic T cell
1004,Cytotoxic T cell,Cytotoxic T cell
1005,CD16+ monocyte,CD16+ monocyte
1006,Cytotoxic T cell,Cytotoxic T cell
1007,CD4+ T cell,CD4+ T cell
1008,B cell,B cell
1009,B cell,B cell
1010,CD4+ T cell,CD4+ T cell
1011,Cytotoxic T cell,Natural killer cell
1012,CD4+ T cell,CD4+ T cell
1013,CD14+ monocyte,CD14+ monocyte
1014,B cell,B cell
1015,CD4+ T cell,CD4+ T cell
1016,CD4+ T cell,CD4+ T cell
1017,CD4+ T cell,CD4+ T cell
1018,Cytotoxic T cell,Cytotoxic T cell
1019,Cytotoxic T cell,Natural killer cell
1020,Cytotoxic T cell,Cytotoxic T cell
1021,Cytotoxic T cell,Cytotoxic T cell
1022,CD14+ monocyte,CD14+ monocyte
1023,B cell,B cell
1024,Dendritic cell,Dendritic cell
1025,Cytotoxic T cell,Cytotoxic T cell
1026,Cytotoxic T cell,Cytotoxic T cell
1027,B cell,B cell
1028,CD4+ T cell,CD4+ T cell
1029,Cytotoxic T cell,Natural killer cell
1030,CD4+ T cell,CD4+ T cell
1031,CD4+ T cell,CD4+ T cell
1032,Cytotoxic T cell,Cytotoxic T cell
1033,Cytotoxic T cell,Cytotoxic T cell
1034,Cytotoxic T cell,Cytotoxic T cell
1035,CD4+ T cell,CD4+ T cell
1036,CD14+ monocyte,CD14+ monocyte
1037,CD4+ T cell,CD4+ T cell
1038,Natural killer cell,Natural killer cell
1039,B cell,B cell
1040,Cytotoxic T cell,CD4+ T cell
1041,Cytotoxic T cell,Cytotoxic T cell
1042,CD4+ T cell,CD4+ T cell
1043,CD16+ monocyte,CD16+ monocyte
1044,Cytotoxic T cell,Cytotoxic T cell
1045,B cell,B cell
1046,CD4+ T cell,CD4+ T cell
1047,B cell,B cell
1048,CD4+ T cell,CD4+ T cell
1049,CD4+ T cell,CD4+ T cell
1050,CD16+ monocyte,CD16+ monocyte
1051,Cytotoxic T cell,Cytotoxic T cell
1052,Cytotoxic T cell,Cytotoxic T cell
1053,B cell,B cell
1054,B cell,B cell
1055,B cell,B cell
1056,CD4+ T cell,CD4+ T cell
1057,B cell,B cell
1058,CD4+ T cell,CD4+ T cell
1059,Natural killer cell,Natural killer cell
1060,CD4+ T cell,CD4+ T cell
1061,B cell,B cell
1062,CD14+ monocyte,Dendritic cell
1063,Cytotoxic T cell,Cytotoxic T cell
1064,CD4+ T cell,Cytotoxic T cell
1065,CD4+ T cell,CD4+ T cell
1066,Cytotoxic T cell,Cytotoxic T cell
1067,CD4+ T cell,CD4+ T cell
1068,Natural killer cell,Cytotoxic T cell
1069,B cell,B cell
1070,Cytotoxic T cell,Cytotoxic T cell
1071,Cytotoxic T cell,CD4+ T cell
1072,CD14+ monocyte,CD16+ monocyte
1073,Cytotoxic T cell,Cytotoxic T cell
1074,Cytotoxic T cell,Cytotoxic T cell
1075,Cytotoxic T cell,Natural killer cell
1076,Cytotoxic T cell,Cytotoxic T cell
1077,Cytotoxic T cell,Cytotoxic T cell
1078,Cytotoxic T cell,Cytotoxic T cell
1079,Cytotoxic T cell,CD4+ T cell
1080,Cytotoxic T cell,Cytotoxic T cell
1081,B cell,CD4+ T cell
1082,B cell,B cell
1083,CD4+ T cell,CD4+ T cell
1084,CD4+ T cell,CD4+ T cell
1085,Cytotoxic T cell,Cytotoxic T cell
1086,CD14+ monocyte,CD14+ monocyte
1087,Cytotoxic T cell,Cytotoxic T cell
1088,CD14+ monocyte,CD14+ monocyte
1089,Cytotoxic T cell,Cytotoxic T cell
1090,B cell,B cell
1091,CD4+ T cell,CD4+ T cell
1092,CD4+ T cell,CD4+ T cell
1093,Cytotoxic T cell,CD4+ T cell
1094,CD4+ T cell,CD4+ T cell
1095,Cytotoxic T cell,Cytotoxic T cell
1096,CD4+ T cell,CD4+ T cell
1097,Cytotoxic T cell,Cytotoxic T cell
1098,B cell,B cell
1099,Natural killer cell,Natural killer cell
1100,CD4+ T cell,CD4+ T cell
1101,Cytotoxic T cell,Cytotoxic T cell
1102,Cytotoxic T cell,Cytotoxic T cell
1103,CD16+ monocyte,CD16+ monocyte
1104,CD4+ T cell,CD4+ T cell
1105,Cytotoxic T cell,Cytotoxic T cell
1106,Natural killer cell,Natural killer cell
1107,Cytotoxic T cell,Natural killer cell
1108,B cell,B cell
1109,B cell,B cell
1110,CD4+ T cell,CD4+ T cell
1111,CD14+ monocyte,CD14+ monocyte
1112,CD14+ monocyte,CD16+ monocyte
1113,CD4+ T cell,CD4+ T cell
1114,CD4+ T cell,CD4+ T cell
1115,B cell,B cell
1116,B cell,B cell
1117,Cytotoxic T cell,Cytotoxic T cell
1118,B cell,B cell
1119,Cytotoxic T cell,CD14+ monocyte
1120,Cytotoxic T cell,Cytotoxic T cell
1121,CD4+ T cell,CD4+ T cell
1122,CD4+ T cell,CD4+ T cell
1123,CD4+ T cell,CD4+ T cell
1124,B cell,B cell
1125,CD4+ T cell,CD4+ T cell
1126,B cell,B cell
1127,Cytotoxic T cell,Cytotoxic T cell
1128,Cytotoxic T cell,CD14+ monocyte
1129,Cytotoxic T cell,Cytotoxic T cell
1130,CD4+ T cell,CD4+ T cell
1131,Cytotoxic T cell,Cytotoxic T cell
1132,B cell,B cell
1133,CD14+ monocyte,CD14+ monocyte
1134,B cell,B cell
1135,Cytotoxic T cell,Cytotoxic T cell
1136,Cytotoxic T cell,Cytotoxic T cell
1137,Natural killer cell,Natural killer cell
1138,B cell,B cell
1139,CD16+ monocyte,CD16+ monocyte
1140,B cell,B cell
1141,B cell,B cell
1142,Cytotoxic T cell,Cytotoxic T cell
1143,B cell,B cell
1144,B cell,B cell
1145,CD4+ T cell,CD4+ T cell
1146,CD4+ T cell,CD4+ T cell
1147,CD4+ T cell,CD4+ T cell
1148,Natural killer cell,Natural killer cell
1149,Natural killer cell,Natural killer cell
1150,CD4+ T cell,CD4+ T cell
1151,Cytotoxic T cell,Cytotoxic T cell
1152,Cytotoxic T cell,Cytotoxic T cell
1153,Cytotoxic T cell,Cytotoxic T cell
1154,Cytotoxic T cell,Natural killer cell
1155,CD4+ T cell,CD14+ monocyte
1156,Cytotoxic T cell,Cytotoxic T cell
1157,B cell,B cell
1158,Cytotoxic T cell,Cytotoxic T cell
1159,CD4+ T cell,CD4+ T cell
1160,Cytotoxic T cell,Cytotoxic T cell
1161,Cytotoxic T cell,Cytotoxic T cell
1162,B cell,B cell
1163,CD4+ T cell,CD4+ T cell
1164,CD4+ T cell,CD4+ T cell
1165,B cell,B cell
1166,CD4+ T cell,CD4+ T cell
1167,Cytotoxic T cell,Cytotoxic T cell
1168,CD4+ T cell,CD4+ T cell
1169,Cytotoxic T cell,CD4+ T cell
1170,Cytotoxic T cell,Cytotoxic T cell
1171,B cell,B cell
1172,Cytotoxic T cell,Cytotoxic T cell
1173,Cytotoxic T cell,Cytotoxic T cell
1174,Cytotoxic T cell,Cytotoxic T cell
1175,Cytotoxic T cell,Cytotoxic T cell
1176,CD4+ T cell,CD4+ T cell
1177,CD4+ T cell,CD4+ T cell
1178,Cytotoxic T cell,Cytotoxic T cell
1179,Cytotoxic T cell,Cytotoxic T cell
1180,Cytotoxic T cell,CD4+ T cell
1181,CD4+ T cell,CD4+ T cell
1182,CD4+ T cell,CD4+ T cell
1183,Cytotoxic T cell,Cytotoxic T cell
1184,CD4+ T cell,CD4+ T cell
1185,B cell,B cell
1186,CD4+ T cell,CD4+ T cell
1187,Megakaryocyte,Megakaryocyte
1188,CD4+ T cell,CD4+ T cell
1189,CD4+ T cell,CD4+ T cell
1190,Cytotoxic T cell,CD4+ T cell
1191,Natural killer cell,Natural killer cell
1192,Megakaryocyte,Megakaryocyte
1193,CD4+ T cell,CD4+ T cell
1194,CD4+ T cell,CD4+ T cell
1195,Cytotoxic T cell,Cytotoxic T cell
1196,B cell,B cell
1197,B cell,B cell
1198,B cell,B cell
1199,CD4+ T cell,CD4+ T cell
1200,B cell,B cell
1201,CD4+ T cell,CD4+ T cell
1202,Cytotoxic T cell,Natural killer cell
1203,CD4+ T cell,CD4+ T cell
1204,Cytotoxic T cell,Cytotoxic T cell
1205,Cytotoxic T cell,CD4+ T cell
1206,CD4+ T cell,CD4+ T cell
1207,CD4+ T cell,CD4+ T cell
1208,CD4+ T cell,CD4+ T cell
1209,Cytotoxic T cell,Cytotoxic T cell
1210,Cytotoxic T cell,Cytotoxic T cell
1211,CD4+ T cell,CD4+ T cell
1212,Cytotoxic T cell,Cytotoxic T cell
1213,B cell,B cell
1214,B cell,B cell
1215,Cytotoxic T cell,Cytotoxic T cell
1216,CD4+ T cell,CD4+ T cell
1217,CD4+ T cell,CD4+ T cell
1218,B cell,B cell
1219,Cytotoxic T cell,Cytotoxic T cell
1220,CD4+ T cell,CD4+ T cell
1221,CD4+ T cell,CD4+ T cell
1222,CD4+ T cell,CD4+ T cell
1223,Cytotoxic T cell,CD4+ T cell
1224,Cytotoxic T cell,Cytotoxic T cell
1225,CD4+ T cell,CD4+ T cell
1226,CD4+ T cell,CD4+ T cell
1227,CD4+ T cell,CD4+ T cell
1228,B cell,B cell
1229,B cell,B cell
1230,CD4+ T cell,CD4+ T cell
1231,Dendritic cell,CD14+ monocyte
1232,B cell,B cell
1233,CD14+ monocyte,CD16+ monocyte
1234,Cytotoxic T cell,Cytotoxic T cell
1235,B cell,B cell
1236,Cytotoxic T cell,Cytotoxic T cell
1237,CD4+ T cell,Cytotoxic T cell
1238,B cell,B cell
1239,Cytotoxic T cell,Cytotoxic T cell
1240,Cytotoxic T cell,Cytotoxic T cell
1241,CD14+ monocyte,CD16+ monocyte
1242,Cytotoxic T cell,CD4+ T cell
1243,CD14+ monocyte,CD14+ monocyte
1244,Cytotoxic T cell,Natural killer cell
1245,CD4+ T cell,CD4+ T cell
1246,CD4+ T cell,CD4+ T cell
1247,Cytotoxic T cell,CD4+ T cell
1248,Cytotoxic T cell,Cytotoxic T cell
1249,CD4+ T cell,CD4+ T cell
1250,Cytotoxic T cell,Natural killer cell
1251,Cytotoxic T cell,Cytotoxic T cell
1252,Cytotoxic T cell,Natural killer cell
1253,CD4+ T cell,CD4+ T cell
1254,Cytotoxic T cell,Cytotoxic T cell
1255,B cell,B cell
1256,CD4+ T cell,CD4+ T cell
1257,Cytotoxic T cell,Cytotoxic T cell
1258,Cytotoxic T cell,Cytotoxic T cell
1259,Cytotoxic T cell,Cytotoxic T cell
1260,Cytotoxic T cell,Cytotoxic T cell
1261,Cytotoxic T cell,Cytotoxic T cell
1262,B cell,B cell
1263,CD4+ T cell,CD4+ T cell
1264,B cell,B cell
1265,Natural killer cell,Natural killer cell
1266,Cytotoxic T cell,CD4+ T cell
1267,B cell,Cytotoxic T cell
1268,CD4+ T cell,CD4+ T cell
1269,CD4+ T cell,CD4+ T cell
1270,Cytotoxic T cell,Cytotoxic T cell
1271,Natural killer cell,Natural killer cell
1272,CD4+ T cell,CD4+ T cell
1273,B cell,B cell
1274,CD4+ T cell,CD4+ T cell
1275,Cytotoxic T cell,Cytotoxic T cell
1276,CD4+ T cell,CD4+ T cell
1277,B cell,B cell
1278,B cell,B cell
1279,CD4+ T cell,CD4+ T cell
1280,B cell,B cell
1281,Cytotoxic T cell,Cytotoxic T cell
1282,B cell,B cell
1283,CD4+ T cell,CD4+ T cell
1284,CD4+ T cell,CD4+ T cell
1285,CD4+ T cell,CD4+ T cell
1286,CD4+ T cell,CD4+ T cell
1287,B cell,B cell
1288,Cytotoxic T cell,Cytotoxic T cell
1289,CD4+ T cell,CD4+ T cell
1290,B cell,B cell
1291,Cytotoxic T cell,Cytotoxic T cell
1292,B cell,B cell
1293,Cytotoxic T cell,Natural killer cell
1294,CD16+ monocyte,CD16+ monocyte
1295,CD4+ T cell,CD4+ T cell
1296,Cytotoxic T cell,Cytotoxic T cell
1297,B cell,B cell
1298,Cytotoxic T cell,CD4+ T cell
1299,CD4+ T cell,CD4+ T cell
1300,CD4+ T cell,Cytotoxic T cell
1301,Cytotoxic T cell,CD14+ monocyte
1302,Natural killer cell,Natural killer cell
1303,B cell,B cell
1304,CD4+ T cell,CD4+ T cell
1305,B cell,B cell
1306,Dendritic cell,Dendritic cell
1307,CD4+ T cell,CD4+ T cell
1308,CD4+ T cell,CD4+ T cell
1309,Cytotoxic T cell,Cytotoxic T cell
1310,Cytotoxic T cell,Cytotoxic T cell
1311,CD4+ T cell,CD4+ T cell
1312,CD4+ T cell,CD4+ T cell
1313,CD4+ T cell,CD4+ T cell
1314,Cytotoxic T cell,Cytotoxic T cell
1315,B cell,B cell
1316,CD4+ T cell,CD4+ T cell
1317,B cell,B cell
1318,Cytotoxic T cell,CD4+ T cell
1319,B cell,B cell
1320,Cytotoxic T cell,CD4+ T cell
1321,Cytotoxic T cell,CD4+ T cell
1322,CD4+ T cell,CD4+ T cell
1323,CD4+ T cell,CD4+ T cell
1324,CD16+ monocyte,CD16+ monocyte
1325,Cytotoxic T cell,Cytotoxic T cell
1326,Cytotoxic T cell,Cytotoxic T cell
1327,Natural killer cell,Natural killer cell
1328,CD16+ monocyte,CD16+ monocyte
1329,B cell,B cell
1330,CD4+ T cell,CD4+ T cell
1331,Natural killer cell,Natural killer cell
1332,Cytotoxic T cell,CD4+ T cell
1333,B cell,B cell
1334,CD14+ monocyte,CD14+ monocyte
1335,Cytotoxic T cell,Cytotoxic T cell
1336,B cell,B cell
1337,CD14+ monocyte,CD16+ monocyte
1338,CD4+ T cell,CD4+ T cell
1339,B cell,B cell
1340,Natural killer cell,Natural killer cell
1341,Dendritic cell,CD14+ monocyte
1342,Cytotoxic T cell,Cytotoxic T cell
1343,CD4+ T cell,CD4+ T cell
1344,Cytotoxic T cell,CD4+ T cell
1345,B cell,B cell
1346,Cytotoxic T cell,Cytotoxic T cell
1347,Cytotoxic T cell,Natural killer cell
1348,B cell,B cell
1349,Cytotoxic T cell,Cytotoxic T cell
1350,CD4+ T cell,CD4+ T cell
1351,CD4+ T cell,CD4+ T cell
1352,Cytotoxic T cell,Cytotoxic T cell
1353,Cytotoxic T cell,Cytotoxic T cell
1354,CD4+ T cell,CD4+ T cell
1355,CD4+ T cell,CD4+ T cell
1356,B cell,B cell
1357,B cell,B cell
1358,Dendritic cell,CD14+ monocyte
1359,B cell,B cell
1360,Cytotoxic T cell,Cytotoxic T cell
1361,B cell,B cell
1362,Dendritic cell,Dendritic cell
1363,CD4+ T cell,CD4+ T cell
1364,CD4+ T cell,CD4+ T cell
1365,Cytotoxic T cell,Cytotoxic T cell
1366,Cytotoxic T cell,Cytotoxic T cell
1367,Cytotoxic T cell,Cytotoxic T cell
1368,CD4+ T cell,CD4+ T cell
1369,Cytotoxic T cell,Cytotoxic T cell
1370,Cytotoxic T cell,Cytotoxic T cell
1371,CD16+ monocyte,CD16+ monocyte
1372,B cell,B cell
1373,CD4+ T cell,CD4+ T cell
1374,Cytotoxic T cell,Cytotoxic T cell
1375,Cytotoxic T cell,Cytotoxic T cell
1376,B cell,B cell
1377,CD4+ T cell,CD4+ T cell
1378,CD4+ T cell,CD4+ T cell
1379,CD4+ T cell,CD4+ T cell
1380,B cell,B cell
1381,CD4+ T cell,CD4+ T cell
1382,B cell,B cell
1383,CD16+ monocyte,CD16+ monocyte
1384,B cell,B cell
1385,B cell,B cell
1386,B cell,B cell
1387,CD4+ T cell,CD4+ T cell
1388,B cell,B cell
1389,Cytotoxic T cell,Cytotoxic T cell
1390,B cell,B cell
1391,CD4+ T cell,Cytotoxic T cell
1392,Cytotoxic T cell,Cytotoxic T cell
1393,B cell,B cell
1394,Cytotoxic T cell,Cytotoxic T cell
1395,Cytotoxic T cell,Cytotoxic T cell
1396,CD4+ T cell,CD4+ T cell
1397,Cytotoxic T cell,Cytotoxic T cell
1398,Cytotoxic T cell,Cytotoxic T cell
1399,CD4+ T cell,CD4+ T cell
1400,CD4+ T cell,CD4+ T cell
1401,Cytotoxic T cell,Cytotoxic T cell
1402,CD4+ T cell,CD4+ T cell
1403,Cytotoxic T cell,Cytotoxic T cell
1404,CD4+ T cell,CD4+ T cell
1405,CD4+ T cell,CD4+ T cell
1406,CD4+ T cell,CD4+ T cell
1407,B cell,B cell
1408,CD4+ T cell,CD4+ T cell
1409,Cytotoxic T cell,Cytotoxic T cell
1410,B cell,B cell
1411,B cell,B cell
1412,B cell,B cell
1413,Cytotoxic T cell,Cytotoxic T cell
1414,CD14+ monocyte,CD16+ monocyte
1415,Cytotoxic T cell,Cytotoxic T cell
1416,Dendritic cell,Dendritic cell
1417,CD4+ T cell,CD4+ T cell
1418,CD4+ T cell,CD4+ T cell
1419,Natural killer cell,Natural killer cell
1420,Cytotoxic T cell,Cytotoxic T cell
1421,CD4+ T cell,CD4+ T cell
1422,Cytotoxic T cell,Cytotoxic T cell
1423,Cytotoxic T cell,Cytotoxic T cell
1424,Cytotoxic T cell,Cytotoxic T cell
1425,Cytotoxic T cell,Cytotoxic T cell
1426,Cytotoxic T cell,Natural killer cell
1427,B cell,B cell
1428,Cytotoxic T cell,Cytotoxic T cell
1429,Cytotoxic T cell,Cytotoxic T cell
1430,B cell,B cell
1431,Cytotoxic T cell,Cytotoxic T cell
1432,CD4+ T cell,CD4+ T cell
