,pred,true
686,Cytotoxic T cell,CD4+ T cell
687,CD14+ monocyte,CD14+ monocyte
688,B cell,B cell
689,Cytotoxic T cell,Cytotoxic T cell
690,Cytotoxic T cell,Cytotoxic T cell
691,CD14+ monocyte,CD14+ monocyte
692,CD4+ T cell,Cytotoxic T cell
693,CD14+ monocyte,CD14+ monocyte
694,Cytotoxic T cell,Cytotoxic T cell
695,CD14+ monocyte,CD14+ monocyte
696,CD14+ monocyte,CD14+ monocyte
697,B cell,B cell
698,CD14+ monocyte,CD14+ monocyte
699,Cytotoxic T cell,Cytotoxic T cell
700,CD14+ monocyte,CD14+ monocyte
701,Cytotoxic T cell,Cytotoxic T cell
702,Natural killer cell,Cytotoxic T cell
703,CD14+ monocyte,CD14+ monocyte
704,CD4+ T cell,CD4+ T cell
705,CD4+ T cell,CD4+ T cell
706,B cell,B cell
707,Cytotoxic T cell,Cytotoxic T cell
708,CD14+ monocyte,CD4+ T cell
709,CD14+ monocyte,CD14+ monocyte
710,B cell,B cell
711,CD4+ T cell,Cytotoxic T cell
712,CD4+ T cell,CD4+ T cell
713,CD14+ monocyte,CD14+ monocyte
714,Cytotoxic T cell,Cytotoxic T cell
715,B cell,B cell
716,CD4+ T cell,Plasmacytoid dendritic cell
717,B cell,B cell
718,CD4+ T cell,CD4+ T cell
719,B cell,B cell
720,CD4+ T cell,Cytotoxic T cell
721,CD14+ monocyte,Plasmacytoid dendritic cell
722,CD14+ monocyte,CD14+ monocyte
723,CD14+ monocyte,CD14+ monocyte
724,B cell,B cell
725,CD14+ monocyte,CD14+ monocyte
726,Natural killer cell,Cytotoxic T cell
727,CD14+ monocyte,CD14+ monocyte
728,CD4+ T cell,CD4+ T cell
729,CD4+ T cell,Cytotoxic T cell
730,CD4+ T cell,Cytotoxic T cell
731,CD14+ monocyte,CD14+ monocyte
732,Cytotoxic T cell,Cytotoxic T cell
733,CD14+ monocyte,CD14+ monocyte
734,CD14+ monocyte,CD14+ monocyte
735,CD4+ T cell,Cytotoxic T cell
736,Cytotoxic T cell,Cytotoxic T cell
737,CD4+ T cell,Cytotoxic T cell
738,CD4+ T cell,CD4+ T cell
739,CD4+ T cell,Cytotoxic T cell
740,Cytotoxic T cell,Cytotoxic T cell
741,CD14+ monocyte,CD14+ monocyte
742,CD14+ monocyte,CD14+ monocyte
743,CD4+ T cell,CD4+ T cell
744,CD14+ monocyte,CD14+ monocyte
745,Cytotoxic T cell,CD4+ T cell
746,CD14+ monocyte,CD14+ monocyte
747,CD14+ monocyte,CD14+ monocyte
748,CD14+ monocyte,CD14+ monocyte
749,Cytotoxic T cell,Cytotoxic T cell
750,CD4+ T cell,CD4+ T cell
751,CD14+ monocyte,CD14+ monocyte
752,Cytotoxic T cell,CD4+ T cell
753,CD14+ monocyte,CD14+ monocyte
754,Cytotoxic T cell,Cytotoxic T cell
755,CD4+ T cell,CD4+ T cell
756,CD14+ monocyte,CD14+ monocyte
757,Cytotoxic T cell,Cytotoxic T cell
758,CD4+ T cell,CD4+ T cell
759,Cytotoxic T cell,Cytotoxic T cell
760,CD4+ T cell,CD4+ T cell
761,CD4+ T cell,CD4+ T cell
762,B cell,B cell
763,CD14+ monocyte,CD14+ monocyte
764,CD14+ monocyte,CD14+ monocyte
765,CD14+ monocyte,CD14+ monocyte
766,CD14+ monocyte,CD14+ monocyte
767,Cytotoxic T cell,Cytotoxic T cell
768,CD14+ monocyte,CD14+ monocyte
769,Megakaryocyte,Megakaryocyte
770,B cell,B cell
771,Natural killer cell,Cytotoxic T cell
772,Cytotoxic T cell,Cytotoxic T cell
773,CD14+ monocyte,CD14+ monocyte
774,CD4+ T cell,Cytotoxic T cell
775,B cell,CD14+ monocyte
776,CD14+ monocyte,CD14+ monocyte
777,CD4+ T cell,CD4+ T cell
778,CD4+ T cell,CD4+ T cell
779,CD14+ monocyte,CD14+ monocyte
780,Cytotoxic T cell,Cytotoxic T cell
781,Cytotoxic T cell,Cytotoxic T cell
782,CD14+ monocyte,CD14+ monocyte
783,CD14+ monocyte,CD14+ monocyte
784,CD14+ monocyte,CD14+ monocyte
785,CD14+ monocyte,CD14+ monocyte
786,CD4+ T cell,CD14+ monocyte
787,CD14+ monocyte,CD14+ monocyte
788,Natural killer cell,Cytotoxic T cell
789,CD14+ monocyte,CD14+ monocyte
790,Cytotoxic T cell,Cytotoxic T cell
791,CD4+ T cell,CD4+ T cell
792,B cell,B cell
793,Cytotoxic T cell,Cytotoxic T cell
794,CD4+ T cell,Cytotoxic T cell
795,B cell,B cell
796,CD14+ monocyte,CD14+ monocyte
797,CD4+ T cell,Cytotoxic T cell
798,CD14+ monocyte,CD14+ monocyte
799,Cytotoxic T cell,Cytotoxic T cell
800,B cell,B cell
801,CD4+ T cell,CD4+ T cell
802,CD14+ monocyte,CD14+ monocyte
803,CD14+ monocyte,CD14+ monocyte
804,B cell,B cell
805,CD14+ monocyte,CD14+ monocyte
806,CD14+ monocyte,CD14+ monocyte
807,CD4+ T cell,Cytotoxic T cell
808,Cytotoxic T cell,Cytotoxic T cell
809,Cytotoxic T cell,CD4+ T cell
810,CD14+ monocyte,Cytotoxic T cell
811,CD4+ T cell,CD4+ T cell
812,CD14+ monocyte,CD14+ monocyte
813,B cell,B cell
814,CD4+ T cell,CD4+ T cell
815,CD14+ monocyte,CD14+ monocyte
816,CD14+ monocyte,CD14+ monocyte
817,CD14+ monocyte,CD14+ monocyte
818,Cytotoxic T cell,Cytotoxic T cell
819,CD4+ T cell,CD4+ T cell
820,CD14+ monocyte,CD14+ monocyte
821,Cytotoxic T cell,Cytotoxic T cell
822,CD14+ monocyte,CD14+ monocyte
823,CD14+ monocyte,CD14+ monocyte
824,CD14+ monocyte,CD14+ monocyte
825,CD14+ monocyte,CD14+ monocyte
826,CD14+ monocyte,CD14+ monocyte
827,B cell,B cell
828,Cytotoxic T cell,CD4+ T cell
829,Cytotoxic T cell,CD4+ T cell
830,B cell,B cell
831,Cytotoxic T cell,Cytotoxic T cell
832,CD4+ T cell,Cytotoxic T cell
833,CD4+ T cell,CD4+ T cell
834,CD4+ T cell,CD4+ T cell
835,CD14+ monocyte,Dendritic cell
836,Cytotoxic T cell,Cytotoxic T cell
837,Cytotoxic T cell,Cytotoxic T cell
838,CD14+ monocyte,CD14+ monocyte
839,CD14+ monocyte,CD14+ monocyte
840,Cytotoxic T cell,Cytotoxic T cell
841,B cell,Plasmacytoid dendritic cell
842,B cell,B cell
843,CD14+ monocyte,CD14+ monocyte
844,B cell,B cell
845,CD4+ T cell,Cytotoxic T cell
846,B cell,B cell
847,CD14+ monocyte,CD14+ monocyte
848,Cytotoxic T cell,Cytotoxic T cell
849,CD14+ monocyte,CD14+ monocyte
850,Cytotoxic T cell,Cytotoxic T cell
851,CD4+ T cell,Cytotoxic T cell
852,Cytotoxic T cell,Cytotoxic T cell
853,CD14+ monocyte,CD14+ monocyte
854,CD14+ monocyte,CD14+ monocyte
855,CD14+ monocyte,CD14+ monocyte
856,CD4+ T cell,CD4+ T cell
857,Cytotoxic T cell,Cytotoxic T cell
858,CD14+ monocyte,CD14+ monocyte
859,CD4+ T cell,CD4+ T cell
860,CD14+ monocyte,CD14+ monocyte
861,B cell,B cell
862,B cell,Plasmacytoid dendritic cell
863,CD14+ monocyte,CD14+ monocyte
864,CD4+ T cell,CD4+ T cell
865,CD14+ monocyte,CD14+ monocyte
866,CD14+ monocyte,CD14+ monocyte
867,CD4+ T cell,CD4+ T cell
868,CD14+ monocyte,CD14+ monocyte
869,Cytotoxic T cell,Cytotoxic T cell
870,B cell,B cell
871,CD14+ monocyte,CD14+ monocyte
872,CD16+ monocyte,CD14+ monocyte
873,CD4+ T cell,CD14+ monocyte
874,B cell,B cell
875,CD4+ T cell,CD4+ T cell
876,Cytotoxic T cell,CD14+ monocyte
877,CD4+ T cell,CD4+ T cell
878,CD14+ monocyte,CD14+ monocyte
879,B cell,B cell
880,B cell,B cell
881,Cytotoxic T cell,Cytotoxic T cell
882,CD14+ monocyte,CD4+ T cell
883,CD4+ T cell,Cytotoxic T cell
884,CD4+ T cell,CD4+ T cell
885,Cytotoxic T cell,Cytotoxic T cell
886,Cytotoxic T cell,Cytotoxic T cell
887,CD4+ T cell,CD4+ T cell
888,CD4+ T cell,CD4+ T cell
889,Cytotoxic T cell,Cytotoxic T cell
890,CD14+ monocyte,CD14+ monocyte
891,B cell,B cell
892,CD4+ T cell,CD4+ T cell
893,CD14+ monocyte,CD14+ monocyte
894,Cytotoxic T cell,Cytotoxic T cell
895,CD14+ monocyte,CD14+ monocyte
896,CD4+ T cell,CD4+ T cell
897,CD14+ monocyte,Cytotoxic T cell
898,CD4+ T cell,CD4+ T cell
899,B cell,B cell
900,CD14+ monocyte,CD14+ monocyte
901,Cytotoxic T cell,CD4+ T cell
902,Cytotoxic T cell,Cytotoxic T cell
903,CD4+ T cell,CD4+ T cell
904,CD4+ T cell,Plasmacytoid dendritic cell
905,Dendritic cell,CD14+ monocyte
906,CD4+ T cell,Cytotoxic T cell
907,CD14+ monocyte,CD14+ monocyte
908,CD4+ T cell,CD4+ T cell
909,CD14+ monocyte,CD14+ monocyte
910,CD4+ T cell,CD4+ T cell
911,CD4+ T cell,CD4+ T cell
912,CD4+ T cell,Cytotoxic T cell
913,CD14+ monocyte,CD14+ monocyte
914,Cytotoxic T cell,Cytotoxic T cell
915,Cytotoxic T cell,Cytotoxic T cell
916,CD14+ monocyte,CD14+ monocyte
917,CD14+ monocyte,CD14+ monocyte
918,CD14+ monocyte,Cytotoxic T cell
919,CD14+ monocyte,CD14+ monocyte
920,Cytotoxic T cell,Cytotoxic T cell
921,Cytotoxic T cell,Cytotoxic T cell
922,CD4+ T cell,Cytotoxic T cell
923,Cytotoxic T cell,Cytotoxic T cell
924,CD4+ T cell,Cytotoxic T cell
925,CD14+ monocyte,CD14+ monocyte
926,Cytotoxic T cell,Cytotoxic T cell
927,CD4+ T cell,Cytotoxic T cell
928,Cytotoxic T cell,Cytotoxic T cell
929,Cytotoxic T cell,Cytotoxic T cell
930,Cytotoxic T cell,Cytotoxic T cell
931,CD14+ monocyte,CD14+ monocyte
932,CD4+ T cell,CD4+ T cell
933,CD4+ T cell,Cytotoxic T cell
934,Cytotoxic T cell,Cytotoxic T cell
935,Cytotoxic T cell,Cytotoxic T cell
936,Cytotoxic T cell,Cytotoxic T cell
937,CD4+ T cell,CD4+ T cell
938,CD14+ monocyte,CD14+ monocyte
939,B cell,B cell
940,CD4+ T cell,CD4+ T cell
941,CD14+ monocyte,Cytotoxic T cell
942,CD4+ T cell,CD4+ T cell
943,Cytotoxic T cell,Cytotoxic T cell
944,CD14+ monocyte,CD14+ monocyte
945,Cytotoxic T cell,Cytotoxic T cell
946,CD14+ monocyte,CD14+ monocyte
947,B cell,B cell
948,Cytotoxic T cell,Cytotoxic T cell
949,Cytotoxic T cell,Cytotoxic T cell
950,Cytotoxic T cell,Cytotoxic T cell
951,CD14+ monocyte,CD14+ monocyte
952,CD4+ T cell,CD4+ T cell
953,CD14+ monocyte,CD14+ monocyte
954,CD4+ T cell,CD4+ T cell
955,B cell,B cell
956,Cytotoxic T cell,Cytotoxic T cell
957,CD4+ T cell,CD4+ T cell
958,CD14+ monocyte,CD4+ T cell
959,Cytotoxic T cell,Cytotoxic T cell
960,Cytotoxic T cell,Cytotoxic T cell
961,CD14+ monocyte,CD14+ monocyte
962,Cytotoxic T cell,Cytotoxic T cell
963,Cytotoxic T cell,Cytotoxic T cell
964,CD4+ T cell,CD4+ T cell
965,Cytotoxic T cell,CD14+ monocyte
966,Cytotoxic T cell,Cytotoxic T cell
967,B cell,B cell
968,Cytotoxic T cell,Cytotoxic T cell
969,CD14+ monocyte,CD14+ monocyte
970,CD14+ monocyte,CD14+ monocyte
971,B cell,B cell
972,CD14+ monocyte,CD14+ monocyte
973,B cell,B cell
974,CD4+ T cell,CD4+ T cell
975,CD14+ monocyte,CD14+ monocyte
976,CD14+ monocyte,Dendritic cell
977,Cytotoxic T cell,CD4+ T cell
978,Megakaryocyte,CD14+ monocyte
979,Cytotoxic T cell,Cytotoxic T cell
980,CD14+ monocyte,CD14+ monocyte
981,Cytotoxic T cell,Cytotoxic T cell
982,Cytotoxic T cell,CD4+ T cell
983,CD14+ monocyte,CD14+ monocyte
984,CD4+ T cell,CD4+ T cell
985,CD4+ T cell,CD4+ T cell
986,Dendritic cell,CD14+ monocyte
987,CD14+ monocyte,CD14+ monocyte
988,Natural killer cell,Cytotoxic T cell
989,CD14+ monocyte,Cytotoxic T cell
990,CD4+ T cell,CD4+ T cell
991,CD4+ T cell,CD4+ T cell
992,CD4+ T cell,CD4+ T cell
993,Cytotoxic T cell,Cytotoxic T cell
994,CD14+ monocyte,Dendritic cell
995,CD14+ monocyte,CD14+ monocyte
996,CD14+ monocyte,CD14+ monocyte
997,Cytotoxic T cell,Cytotoxic T cell
998,B cell,B cell
999,Cytotoxic T cell,Cytotoxic T cell
1000,CD14+ monocyte,CD14+ monocyte
1001,Cytotoxic T cell,Cytotoxic T cell
1002,CD14+ monocyte,CD14+ monocyte
1003,Cytotoxic T cell,Cytotoxic T cell
1004,B cell,B cell
1005,CD14+ monocyte,CD14+ monocyte
1006,Cytotoxic T cell,Cytotoxic T cell
1007,Cytotoxic T cell,Cytotoxic T cell
1008,CD14+ monocyte,CD14+ monocyte
1009,CD14+ monocyte,CD14+ monocyte
1010,CD14+ monocyte,CD14+ monocyte
1011,CD14+ monocyte,CD14+ monocyte
1012,B cell,B cell
1013,Cytotoxic T cell,Cytotoxic T cell
1014,CD4+ T cell,Cytotoxic T cell
1015,B cell,B cell
1016,CD14+ monocyte,CD14+ monocyte
1017,Cytotoxic T cell,Cytotoxic T cell
1018,CD14+ monocyte,CD14+ monocyte
1019,CD14+ monocyte,CD14+ monocyte
1020,CD14+ monocyte,CD14+ monocyte
1021,Cytotoxic T cell,Cytotoxic T cell
1022,CD14+ monocyte,CD14+ monocyte
1023,B cell,B cell
1024,CD4+ T cell,CD4+ T cell
1025,CD4+ T cell,CD4+ T cell
1026,B cell,B cell
1027,CD14+ monocyte,CD14+ monocyte
1028,CD14+ monocyte,CD14+ monocyte
1029,Cytotoxic T cell,Cytotoxic T cell
1030,CD4+ T cell,CD4+ T cell
1031,CD14+ monocyte,Dendritic cell
1032,CD14+ monocyte,CD14+ monocyte
1033,Cytotoxic T cell,Cytotoxic T cell
1034,B cell,B cell
1035,B cell,B cell
1036,CD4+ T cell,Cytotoxic T cell
1037,B cell,B cell
1038,CD14+ monocyte,CD14+ monocyte
1039,Cytotoxic T cell,Cytotoxic T cell
1040,Cytotoxic T cell,Cytotoxic T cell
1041,Cytotoxic T cell,Cytotoxic T cell
1042,CD4+ T cell,CD4+ T cell
1043,B cell,B cell
1044,CD4+ T cell,Cytotoxic T cell
1045,Cytotoxic T cell,Cytotoxic T cell
1046,CD4+ T cell,Cytotoxic T cell
1047,CD14+ monocyte,CD14+ monocyte
1048,CD14+ monocyte,Cytotoxic T cell
1049,CD4+ T cell,Cytotoxic T cell
1050,CD14+ monocyte,CD14+ monocyte
1051,CD14+ monocyte,CD14+ monocyte
1052,Cytotoxic T cell,Cytotoxic T cell
1053,CD14+ monocyte,CD14+ monocyte
1054,Dendritic cell,CD14+ monocyte
1055,B cell,B cell
1056,CD14+ monocyte,CD14+ monocyte
1057,CD14+ monocyte,CD14+ monocyte
1058,CD14+ monocyte,CD14+ monocyte
1059,B cell,B cell
1060,Cytotoxic T cell,Cytotoxic T cell
1061,CD4+ T cell,Cytotoxic T cell
1062,CD14+ monocyte,CD14+ monocyte
1063,CD4+ T cell,Cytotoxic T cell
1064,Cytotoxic T cell,Cytotoxic T cell
1065,CD4+ T cell,Plasmacytoid dendritic cell
1066,CD4+ T cell,CD4+ T cell
1067,Cytotoxic T cell,Cytotoxic T cell
1068,Cytotoxic T cell,Cytotoxic T cell
1069,Cytotoxic T cell,Cytotoxic T cell
1070,CD14+ monocyte,CD14+ monocyte
1071,Cytotoxic T cell,CD4+ T cell
1072,Cytotoxic T cell,Cytotoxic T cell
1073,CD14+ monocyte,CD14+ monocyte
1074,Cytotoxic T cell,Cytotoxic T cell
1075,CD14+ monocyte,CD14+ monocyte
1076,CD14+ monocyte,CD14+ monocyte
1077,Natural killer cell,Cytotoxic T cell
1078,Cytotoxic T cell,Cytotoxic T cell
1079,Cytotoxic T cell,Cytotoxic T cell
1080,Natural killer cell,Cytotoxic T cell
1081,Cytotoxic T cell,Cytotoxic T cell
1082,Natural killer cell,Cytotoxic T cell
1083,B cell,B cell
1084,CD14+ monocyte,CD14+ monocyte
1085,CD14+ monocyte,CD14+ monocyte
1086,Cytotoxic T cell,Cytotoxic T cell
1087,CD14+ monocyte,CD14+ monocyte
1088,CD14+ monocyte,CD14+ monocyte
1089,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
1090,CD14+ monocyte,CD14+ monocyte
1091,B cell,Cytotoxic T cell
1092,CD4+ T cell,CD4+ T cell
1093,Cytotoxic T cell,Cytotoxic T cell
1094,CD14+ monocyte,CD14+ monocyte
1095,CD16+ monocyte,CD14+ monocyte
1096,CD14+ monocyte,CD14+ monocyte
1097,CD14+ monocyte,CD14+ monocyte
1098,CD14+ monocyte,Cytotoxic T cell
1099,Cytotoxic T cell,Cytotoxic T cell
1100,CD4+ T cell,CD4+ T cell
1101,CD14+ monocyte,CD14+ monocyte
1102,B cell,B cell
1103,CD4+ T cell,CD14+ monocyte
1104,Cytotoxic T cell,Cytotoxic T cell
1105,CD14+ monocyte,CD14+ monocyte
1106,Dendritic cell,Dendritic cell
1107,B cell,B cell
1108,Cytotoxic T cell,Cytotoxic T cell
1109,Cytotoxic T cell,Cytotoxic T cell
1110,B cell,B cell
1111,CD4+ T cell,CD4+ T cell
1112,Cytotoxic T cell,Cytotoxic T cell
1113,Cytotoxic T cell,Cytotoxic T cell
1114,CD14+ monocyte,CD14+ monocyte
1115,Cytotoxic T cell,CD14+ monocyte
1116,Dendritic cell,Dendritic cell
1117,Cytotoxic T cell,CD4+ T cell
1118,CD4+ T cell,Cytotoxic T cell
1119,Cytotoxic T cell,Cytotoxic T cell
1120,CD14+ monocyte,CD14+ monocyte
1121,CD14+ monocyte,CD14+ monocyte
1122,CD14+ monocyte,CD14+ monocyte
1123,B cell,B cell
1124,CD14+ monocyte,Cytotoxic T cell
1125,CD14+ monocyte,CD14+ monocyte
1126,B cell,B cell
1127,B cell,B cell
1128,CD14+ monocyte,CD14+ monocyte
1129,CD14+ monocyte,CD14+ monocyte
1130,CD14+ monocyte,CD14+ monocyte
1131,CD14+ monocyte,CD14+ monocyte
1132,CD14+ monocyte,CD14+ monocyte
1133,CD4+ T cell,Cytotoxic T cell
1134,Cytotoxic T cell,Cytotoxic T cell
1135,B cell,B cell
1136,CD14+ monocyte,CD14+ monocyte
1137,CD14+ monocyte,CD14+ monocyte
1138,Cytotoxic T cell,Cytotoxic T cell
1139,Cytotoxic T cell,Cytotoxic T cell
1140,CD14+ monocyte,CD14+ monocyte
1141,B cell,B cell
1142,CD14+ monocyte,CD14+ monocyte
1143,CD4+ T cell,Cytotoxic T cell
1144,B cell,B cell
1145,Cytotoxic T cell,Cytotoxic T cell
1146,CD14+ monocyte,CD14+ monocyte
1147,CD14+ monocyte,CD14+ monocyte
1148,CD4+ T cell,Cytotoxic T cell
1149,Natural killer cell,CD4+ T cell
1150,CD14+ monocyte,CD14+ monocyte
1151,CD14+ monocyte,CD14+ monocyte
1152,CD14+ monocyte,CD14+ monocyte
1153,B cell,B cell
1154,CD14+ monocyte,CD14+ monocyte
1155,CD14+ monocyte,CD14+ monocyte
1156,Cytotoxic T cell,Cytotoxic T cell
1157,CD14+ monocyte,CD14+ monocyte
1158,Cytotoxic T cell,Cytotoxic T cell
1159,CD14+ monocyte,CD14+ monocyte
1160,CD14+ monocyte,CD14+ monocyte
1161,CD4+ T cell,Cytotoxic T cell
1162,B cell,B cell
1163,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
1164,CD14+ monocyte,CD14+ monocyte
1165,Natural killer cell,Cytotoxic T cell
1166,CD14+ monocyte,CD14+ monocyte
1167,Cytotoxic T cell,Cytotoxic T cell
1168,Cytotoxic T cell,Cytotoxic T cell
1169,CD14+ monocyte,CD14+ monocyte
1170,B cell,B cell
1171,Cytotoxic T cell,Cytotoxic T cell
1172,CD4+ T cell,Cytotoxic T cell
1173,Cytotoxic T cell,Cytotoxic T cell
1174,CD14+ monocyte,CD14+ monocyte
1175,Cytotoxic T cell,Cytotoxic T cell
1176,CD4+ T cell,Cytotoxic T cell
1177,CD4+ T cell,Cytotoxic T cell
1178,CD14+ monocyte,CD14+ monocyte
1179,Cytotoxic T cell,Cytotoxic T cell
1180,CD4+ T cell,CD4+ T cell
1181,B cell,B cell
1182,Cytotoxic T cell,Cytotoxic T cell
1183,B cell,B cell
1184,CD4+ T cell,Cytotoxic T cell
1185,Cytotoxic T cell,Cytotoxic T cell
1186,B cell,B cell
1187,CD14+ monocyte,CD14+ monocyte
1188,CD4+ T cell,CD4+ T cell
1189,CD14+ monocyte,Cytotoxic T cell
1190,CD14+ monocyte,Cytotoxic T cell
1191,CD4+ T cell,CD4+ T cell
1192,Cytotoxic T cell,CD4+ T cell
1193,CD4+ T cell,Cytotoxic T cell
1194,CD4+ T cell,CD4+ T cell
1195,CD14+ monocyte,CD14+ monocyte
1196,CD14+ monocyte,CD14+ monocyte
1197,CD14+ monocyte,CD14+ monocyte
1198,Cytotoxic T cell,Cytotoxic T cell
1199,CD14+ monocyte,CD14+ monocyte
1200,CD14+ monocyte,CD14+ monocyte
1201,Natural killer cell,Cytotoxic T cell
1202,CD4+ T cell,CD14+ monocyte
1203,CD4+ T cell,CD4+ T cell
1204,B cell,B cell
1205,CD14+ monocyte,CD14+ monocyte
1206,CD14+ monocyte,CD14+ monocyte
1207,CD14+ monocyte,Dendritic cell
1208,Cytotoxic T cell,Cytotoxic T cell
1209,CD4+ T cell,Cytotoxic T cell
1210,CD4+ T cell,Cytotoxic T cell
1211,Natural killer cell,Cytotoxic T cell
1212,Cytotoxic T cell,Cytotoxic T cell
1213,B cell,B cell
1214,B cell,CD4+ T cell
1215,CD4+ T cell,CD4+ T cell
1216,CD4+ T cell,CD4+ T cell
1217,CD14+ monocyte,CD14+ monocyte
1218,CD14+ monocyte,CD14+ monocyte
1219,CD16+ monocyte,CD14+ monocyte
1220,CD4+ T cell,Cytotoxic T cell
1221,B cell,B cell
1222,CD4+ T cell,CD4+ T cell
1223,CD4+ T cell,CD4+ T cell
1224,CD4+ T cell,Cytotoxic T cell
1225,CD16+ monocyte,CD14+ monocyte
1226,Cytotoxic T cell,Cytotoxic T cell
1227,B cell,B cell
1228,B cell,B cell
1229,Cytotoxic T cell,Cytotoxic T cell
1230,Cytotoxic T cell,Cytotoxic T cell
1231,B cell,B cell
1232,CD4+ T cell,CD4+ T cell
1233,Cytotoxic T cell,Cytotoxic T cell
1234,CD4+ T cell,CD4+ T cell
1235,B cell,B cell
1236,CD4+ T cell,Cytotoxic T cell
1237,B cell,B cell
1238,CD14+ monocyte,CD14+ monocyte
1239,Cytotoxic T cell,Cytotoxic T cell
1240,Cytotoxic T cell,Cytotoxic T cell
1241,Cytotoxic T cell,Cytotoxic T cell
1242,CD4+ T cell,Cytotoxic T cell
1243,CD14+ monocyte,Dendritic cell
1244,CD14+ monocyte,CD14+ monocyte
1245,CD14+ monocyte,Cytotoxic T cell
1246,CD14+ monocyte,CD14+ monocyte
1247,B cell,B cell
1248,Cytotoxic T cell,Cytotoxic T cell
1249,CD14+ monocyte,CD14+ monocyte
1250,CD14+ monocyte,CD14+ monocyte
1251,CD4+ T cell,CD4+ T cell
1252,Cytotoxic T cell,Cytotoxic T cell
1253,CD14+ monocyte,CD14+ monocyte
1254,CD4+ T cell,CD4+ T cell
1255,Cytotoxic T cell,Cytotoxic T cell
1256,CD4+ T cell,Cytotoxic T cell
1257,Cytotoxic T cell,Cytotoxic T cell
1258,CD14+ monocyte,CD14+ monocyte
1259,CD14+ monocyte,CD4+ T cell
1260,B cell,B cell
1261,Cytotoxic T cell,Cytotoxic T cell
1262,CD4+ T cell,CD4+ T cell
1263,Cytotoxic T cell,Cytotoxic T cell
1264,CD4+ T cell,Cytotoxic T cell
1265,CD14+ monocyte,CD14+ monocyte
1266,CD4+ T cell,Cytotoxic T cell
1267,Cytotoxic T cell,Cytotoxic T cell
1268,B cell,B cell
1269,Cytotoxic T cell,Cytotoxic T cell
1270,B cell,B cell
1271,B cell,B cell
1272,Natural killer cell,Cytotoxic T cell
1273,Cytotoxic T cell,Cytotoxic T cell
1274,B cell,Cytotoxic T cell
1275,CD14+ monocyte,CD14+ monocyte
1276,CD14+ monocyte,CD14+ monocyte
1277,Cytotoxic T cell,Cytotoxic T cell
1278,Cytotoxic T cell,Cytotoxic T cell
1279,Cytotoxic T cell,Cytotoxic T cell
1280,Cytotoxic T cell,Cytotoxic T cell
1281,CD4+ T cell,CD4+ T cell
1282,CD14+ monocyte,CD14+ monocyte
1283,CD4+ T cell,CD4+ T cell
1284,CD14+ monocyte,CD14+ monocyte
1285,CD14+ monocyte,CD14+ monocyte
1286,CD4+ T cell,CD4+ T cell
1287,CD4+ T cell,CD4+ T cell
1288,Cytotoxic T cell,Cytotoxic T cell
1289,B cell,B cell
1290,CD14+ monocyte,Dendritic cell
1291,CD14+ monocyte,CD14+ monocyte
1292,Cytotoxic T cell,Cytotoxic T cell
1293,Cytotoxic T cell,Cytotoxic T cell
1294,Megakaryocyte,Megakaryocyte
1295,B cell,B cell
1296,CD14+ monocyte,CD14+ monocyte
1297,CD4+ T cell,Cytotoxic T cell
1298,B cell,B cell
1299,CD14+ monocyte,Cytotoxic T cell
1300,CD4+ T cell,CD4+ T cell
1301,CD14+ monocyte,CD14+ monocyte
1302,CD4+ T cell,CD4+ T cell
1303,B cell,B cell
1304,CD14+ monocyte,CD14+ monocyte
1305,B cell,B cell
1306,Cytotoxic T cell,Cytotoxic T cell
1307,CD14+ monocyte,CD14+ monocyte
1308,CD16+ monocyte,CD14+ monocyte
1309,CD14+ monocyte,CD14+ monocyte
1310,CD4+ T cell,Cytotoxic T cell
1311,B cell,B cell
1312,Cytotoxic T cell,Cytotoxic T cell
1313,CD14+ monocyte,CD14+ monocyte
1314,CD4+ T cell,CD4+ T cell
1315,B cell,B cell
1316,CD4+ T cell,CD4+ T cell
1317,CD4+ T cell,Cytotoxic T cell
1318,CD14+ monocyte,CD14+ monocyte
1319,CD4+ T cell,CD4+ T cell
1320,B cell,B cell
1321,CD14+ monocyte,CD14+ monocyte
1322,B cell,CD14+ monocyte
1323,B cell,B cell
1324,Cytotoxic T cell,Cytotoxic T cell
1325,CD4+ T cell,CD4+ T cell
1326,CD4+ T cell,Cytotoxic T cell
1327,CD14+ monocyte,CD14+ monocyte
1328,Natural killer cell,Cytotoxic T cell
1329,Cytotoxic T cell,Cytotoxic T cell
1330,CD14+ monocyte,CD14+ monocyte
1331,CD4+ T cell,CD4+ T cell
1332,CD16+ monocyte,CD14+ monocyte
1333,B cell,B cell
1334,CD4+ T cell,Cytotoxic T cell
1335,CD4+ T cell,CD4+ T cell
1336,CD14+ monocyte,CD14+ monocyte
1337,Cytotoxic T cell,Cytotoxic T cell
1338,CD14+ monocyte,CD14+ monocyte
1339,CD14+ monocyte,CD14+ monocyte
1340,B cell,B cell
1341,B cell,B cell
1342,CD14+ monocyte,CD14+ monocyte
1343,CD14+ monocyte,CD14+ monocyte
1344,CD14+ monocyte,CD14+ monocyte
1345,CD4+ T cell,CD4+ T cell
1346,Cytotoxic T cell,Cytotoxic T cell
1347,Cytotoxic T cell,Cytotoxic T cell
1348,CD4+ T cell,Cytotoxic T cell
