,pred,true
1764,B cell,B cell
1765,Megakaryocyte,Megakaryocyte
1766,Megakaryocyte,Megakaryocyte
1767,CD4+ T cell,CD4+ T cell
1768,CD14+ monocyte,CD14+ monocyte
1769,Cytotoxic T cell,Cytotoxic T cell
1770,CD4+ T cell,CD4+ T cell
1771,CD4+ T cell,Cytotoxic T cell
1772,Megakaryocyte,Megakaryocyte
1773,Cytotoxic T cell,Cytotoxic T cell
1774,CD4+ T cell,Cytotoxic T cell
1775,Cytotoxic T cell,Cytotoxic T cell
1776,CD14+ monocyte,CD14+ monocyte
1777,CD4+ T cell,CD4+ T cell
1778,CD14+ monocyte,CD14+ monocyte
1779,CD4+ T cell,CD4+ T cell
1780,Cytotoxic T cell,Cytotoxic T cell
1781,CD4+ T cell,CD4+ T cell
1782,Cytotoxic T cell,Cytotoxic T cell
1783,Megakaryocyte,Megakaryocyte
1784,CD4+ T cell,CD4+ T cell
1785,Cytotoxic T cell,Cytotoxic T cell
1786,CD4+ T cell,Cytotoxic T cell
1787,Cytotoxic T cell,Cytotoxic T cell
1788,B cell,B cell
1789,Cytotoxic T cell,Cytotoxic T cell
1790,CD4+ T cell,CD4+ T cell
1791,B cell,B cell
1792,Cytotoxic T cell,Cytotoxic T cell
1793,Cytotoxic T cell,Cytotoxic T cell
1794,B cell,B cell
1795,CD14+ monocyte,CD14+ monocyte
1796,CD4+ T cell,CD4+ T cell
1797,CD4+ T cell,Cytotoxic T cell
1798,CD14+ monocyte,CD14+ monocyte
1799,Cytotoxic T cell,Cytotoxic T cell
1800,CD4+ T cell,CD4+ T cell
1801,B cell,B cell
1802,Megakaryocyte,Megakaryocyte
1803,Cytotoxic T cell,Natural killer cell
1804,CD14+ monocyte,CD16+ monocyte
1805,CD4+ T cell,CD4+ T cell
1806,B cell,B cell
1807,B cell,B cell
1808,CD4+ T cell,Cytotoxic T cell
1809,B cell,B cell
1810,Cytotoxic T cell,Cytotoxic T cell
1811,B cell,B cell
1812,B cell,B cell
1813,Megakaryocyte,Megakaryocyte
1814,CD4+ T cell,Cytotoxic T cell
1815,B cell,B cell
1816,CD14+ monocyte,Dendritic cell
1817,Megakaryocyte,Megakaryocyte
1818,Cytotoxic T cell,Natural killer cell
1819,CD4+ T cell,Cytotoxic T cell
1820,Cytotoxic T cell,Cytotoxic T cell
1821,B cell,B cell
1822,B cell,B cell
1823,CD4+ T cell,CD4+ T cell
1824,CD14+ monocyte,CD14+ monocyte
1825,Cytotoxic T cell,Cytotoxic T cell
1826,CD4+ T cell,CD4+ T cell
1827,CD4+ T cell,CD4+ T cell
1828,CD4+ T cell,CD4+ T cell
1829,CD14+ monocyte,CD14+ monocyte
1830,B cell,Plasmacytoid dendritic cell
1831,Cytotoxic T cell,Cytotoxic T cell
1832,Megakaryocyte,Megakaryocyte
1833,CD4+ T cell,Cytotoxic T cell
1834,B cell,B cell
1835,CD14+ monocyte,Dendritic cell
1836,Cytotoxic T cell,Cytotoxic T cell
1837,CD14+ monocyte,CD14+ monocyte
1838,CD4+ T cell,CD4+ T cell
1839,Cytotoxic T cell,Natural killer cell
1840,CD4+ T cell,CD4+ T cell
1841,Cytotoxic T cell,Cytotoxic T cell
1842,B cell,B cell
1843,Cytotoxic T cell,Cytotoxic T cell
1844,B cell,B cell
1845,CD4+ T cell,Cytotoxic T cell
1846,CD4+ T cell,Cytotoxic T cell
1847,B cell,B cell
1848,CD4+ T cell,Cytotoxic T cell
1849,Megakaryocyte,Megakaryocyte
1850,CD4+ T cell,Cytotoxic T cell
1851,CD4+ T cell,CD4+ T cell
1852,Cytotoxic T cell,Cytotoxic T cell
1853,Cytotoxic T cell,Cytotoxic T cell
1854,B cell,B cell
1855,CD4+ T cell,CD4+ T cell
1856,CD4+ T cell,Cytotoxic T cell
1857,B cell,B cell
1858,CD14+ monocyte,CD14+ monocyte
1859,CD4+ T cell,CD4+ T cell
1860,B cell,B cell
1861,B cell,B cell
1862,Megakaryocyte,Megakaryocyte
1863,Cytotoxic T cell,CD4+ T cell
1864,Cytotoxic T cell,Natural killer cell
1865,CD4+ T cell,CD4+ T cell
1866,CD4+ T cell,CD4+ T cell
1867,CD14+ monocyte,CD16+ monocyte
1868,B cell,B cell
1869,CD4+ T cell,CD4+ T cell
1870,Cytotoxic T cell,Cytotoxic T cell
1871,Cytotoxic T cell,Natural killer cell
1872,B cell,B cell
1873,CD14+ monocyte,CD16+ monocyte
1874,CD4+ T cell,CD4+ T cell
1875,Cytotoxic T cell,Cytotoxic T cell
1876,CD4+ T cell,CD4+ T cell
1877,B cell,B cell
1878,B cell,B cell
1879,CD14+ monocyte,CD14+ monocyte
1880,CD14+ monocyte,CD16+ monocyte
1881,Cytotoxic T cell,Natural killer cell
1882,Cytotoxic T cell,CD4+ T cell
1883,CD4+ T cell,CD4+ T cell
1884,Cytotoxic T cell,Natural killer cell
1885,Cytotoxic T cell,Cytotoxic T cell
1886,CD14+ monocyte,CD14+ monocyte
1887,Cytotoxic T cell,Natural killer cell
1888,Cytotoxic T cell,Cytotoxic T cell
1889,Cytotoxic T cell,Cytotoxic T cell
1890,CD4+ T cell,CD4+ T cell
1891,Cytotoxic T cell,Cytotoxic T cell
1892,CD4+ T cell,CD4+ T cell
1893,CD4+ T cell,Cytotoxic T cell
1894,B cell,B cell
1895,Megakaryocyte,Megakaryocyte
1896,Cytotoxic T cell,Natural killer cell
1897,CD4+ T cell,CD4+ T cell
1898,CD4+ T cell,Cytotoxic T cell
1899,CD14+ monocyte,CD14+ monocyte
1900,CD4+ T cell,Cytotoxic T cell
1901,CD4+ T cell,CD4+ T cell
1902,B cell,B cell
1903,Cytotoxic T cell,Cytotoxic T cell
1904,Cytotoxic T cell,Natural killer cell
1905,CD4+ T cell,CD4+ T cell
1906,Cytotoxic T cell,Cytotoxic T cell
1907,Cytotoxic T cell,Cytotoxic T cell
1908,Megakaryocyte,Megakaryocyte
1909,CD4+ T cell,CD4+ T cell
1910,CD4+ T cell,CD4+ T cell
1911,CD4+ T cell,CD4+ T cell
1912,CD14+ monocyte,CD14+ monocyte
1913,CD4+ T cell,Cytotoxic T cell
1914,CD14+ monocyte,CD14+ monocyte
1915,CD4+ T cell,Cytotoxic T cell
1916,B cell,B cell
1917,CD4+ T cell,CD4+ T cell
1918,B cell,B cell
1919,B cell,B cell
1920,CD4+ T cell,CD4+ T cell
1921,CD14+ monocyte,Dendritic cell
1922,CD4+ T cell,CD4+ T cell
1923,CD4+ T cell,Cytotoxic T cell
1924,Cytotoxic T cell,Natural killer cell
1925,Cytotoxic T cell,Cytotoxic T cell
1926,CD14+ monocyte,CD14+ monocyte
1927,CD14+ monocyte,CD14+ monocyte
1928,CD4+ T cell,Cytotoxic T cell
1929,B cell,CD4+ T cell
1930,B cell,B cell
1931,CD4+ T cell,CD4+ T cell
1932,B cell,B cell
1933,B cell,B cell
1934,CD4+ T cell,CD4+ T cell
1935,CD14+ monocyte,CD14+ monocyte
1936,CD14+ monocyte,CD14+ monocyte
1937,Megakaryocyte,Megakaryocyte
1938,Cytotoxic T cell,Natural killer cell
1939,CD14+ monocyte,CD14+ monocyte
1940,CD4+ T cell,Cytotoxic T cell
1941,CD4+ T cell,Cytotoxic T cell
1942,CD4+ T cell,CD4+ T cell
1943,CD4+ T cell,Cytotoxic T cell
1944,CD14+ monocyte,CD14+ monocyte
1945,CD4+ T cell,CD4+ T cell
1946,B cell,B cell
1947,Megakaryocyte,Megakaryocyte
1948,CD4+ T cell,CD4+ T cell
1949,Cytotoxic T cell,Cytotoxic T cell
1950,Cytotoxic T cell,Cytotoxic T cell
1951,B cell,B cell
1952,CD4+ T cell,CD4+ T cell
1953,CD4+ T cell,CD4+ T cell
1954,CD14+ monocyte,CD14+ monocyte
1955,Cytotoxic T cell,Cytotoxic T cell
1956,CD4+ T cell,CD4+ T cell
1957,CD14+ monocyte,CD16+ monocyte
1958,CD4+ T cell,CD4+ T cell
1959,CD4+ T cell,CD4+ T cell
1960,CD14+ monocyte,CD14+ monocyte
1961,CD4+ T cell,CD4+ T cell
1962,Cytotoxic T cell,Cytotoxic T cell
1963,CD4+ T cell,CD4+ T cell
1964,CD4+ T cell,CD4+ T cell
1965,Cytotoxic T cell,Cytotoxic T cell
1966,CD4+ T cell,Cytotoxic T cell
1967,CD14+ monocyte,Dendritic cell
1968,CD4+ T cell,Cytotoxic T cell
1969,Cytotoxic T cell,Cytotoxic T cell
1970,Cytotoxic T cell,Natural killer cell
1971,CD14+ monocyte,CD14+ monocyte
1972,CD14+ monocyte,CD16+ monocyte
1973,CD4+ T cell,CD4+ T cell
1974,CD14+ monocyte,CD14+ monocyte
1975,CD4+ T cell,Cytotoxic T cell
1976,CD4+ T cell,CD4+ T cell
1977,Megakaryocyte,Megakaryocyte
1978,CD14+ monocyte,CD14+ monocyte
1979,CD14+ monocyte,CD14+ monocyte
1980,CD4+ T cell,CD4+ T cell
1981,Cytotoxic T cell,Cytotoxic T cell
1982,Cytotoxic T cell,Cytotoxic T cell
1983,CD4+ T cell,CD4+ T cell
1984,Cytotoxic T cell,Cytotoxic T cell
1985,B cell,B cell
1986,CD4+ T cell,Cytotoxic T cell
1987,CD4+ T cell,CD4+ T cell
1988,CD4+ T cell,Cytotoxic T cell
1989,CD14+ monocyte,CD14+ monocyte
1990,B cell,B cell
1991,Cytotoxic T cell,Natural killer cell
1992,CD4+ T cell,Cytotoxic T cell
1993,Cytotoxic T cell,Natural killer cell
1994,CD4+ T cell,CD4+ T cell
1995,B cell,B cell
1996,Cytotoxic T cell,Cytotoxic T cell
1997,CD4+ T cell,Cytotoxic T cell
1998,CD14+ monocyte,CD16+ monocyte
1999,CD14+ monocyte,CD16+ monocyte
2000,CD4+ T cell,Cytotoxic T cell
2001,Cytotoxic T cell,CD4+ T cell
2002,Cytotoxic T cell,Cytotoxic T cell
2003,CD14+ monocyte,CD14+ monocyte
2004,Cytotoxic T cell,Cytotoxic T cell
2005,CD14+ monocyte,Dendritic cell
2006,CD4+ T cell,Cytotoxic T cell
2007,CD4+ T cell,CD4+ T cell
2008,Cytotoxic T cell,Cytotoxic T cell
2009,CD4+ T cell,CD4+ T cell
2010,Cytotoxic T cell,Natural killer cell
2011,CD4+ T cell,CD4+ T cell
2012,CD4+ T cell,CD4+ T cell
2013,CD4+ T cell,CD4+ T cell
2014,Cytotoxic T cell,Cytotoxic T cell
2015,B cell,B cell
2016,Cytotoxic T cell,Cytotoxic T cell
2017,CD4+ T cell,Cytotoxic T cell
2018,CD4+ T cell,CD4+ T cell
2019,CD14+ monocyte,CD14+ monocyte
2020,B cell,B cell
2021,Cytotoxic T cell,Cytotoxic T cell
2022,CD4+ T cell,CD4+ T cell
2023,B cell,B cell
2024,B cell,B cell
2025,CD4+ T cell,Cytotoxic T cell
2026,CD14+ monocyte,CD14+ monocyte
2027,Cytotoxic T cell,Cytotoxic T cell
2028,CD4+ T cell,CD4+ T cell
2029,CD14+ monocyte,CD14+ monocyte
2030,CD4+ T cell,Cytotoxic T cell
2031,CD4+ T cell,CD4+ T cell
2032,CD14+ monocyte,Dendritic cell
2033,CD14+ monocyte,CD14+ monocyte
2034,B cell,B cell
2035,CD14+ monocyte,CD14+ monocyte
2036,Cytotoxic T cell,Natural killer cell
2037,CD4+ T cell,Cytotoxic T cell
2038,CD14+ monocyte,CD14+ monocyte
2039,B cell,Plasmacytoid dendritic cell
2040,B cell,B cell
2041,CD14+ monocyte,CD14+ monocyte
2042,B cell,B cell
2043,CD4+ T cell,CD4+ T cell
2044,CD4+ T cell,CD4+ T cell
2045,CD14+ monocyte,Dendritic cell
2046,CD4+ T cell,CD4+ T cell
2047,CD4+ T cell,Cytotoxic T cell
2048,CD14+ monocyte,CD14+ monocyte
2049,Megakaryocyte,Megakaryocyte
2050,CD14+ monocyte,CD14+ monocyte
2051,CD14+ monocyte,CD14+ monocyte
2052,Cytotoxic T cell,Megakaryocyte
2053,B cell,B cell
2054,CD4+ T cell,CD4+ T cell
2055,B cell,B cell
2056,B cell,B cell
2057,CD4+ T cell,Cytotoxic T cell
2058,CD14+ monocyte,CD14+ monocyte
2059,CD14+ monocyte,CD14+ monocyte
2060,CD4+ T cell,CD4+ T cell
2061,CD4+ T cell,Natural killer cell
2062,Cytotoxic T cell,Natural killer cell
2063,Cytotoxic T cell,Cytotoxic T cell
2064,Cytotoxic T cell,Cytotoxic T cell
2065,B cell,B cell
2066,Cytotoxic T cell,Megakaryocyte
2067,Cytotoxic T cell,Cytotoxic T cell
2068,CD4+ T cell,Cytotoxic T cell
2069,CD4+ T cell,CD4+ T cell
2070,CD4+ T cell,CD4+ T cell
2071,CD14+ monocyte,CD14+ monocyte
2072,CD14+ monocyte,CD14+ monocyte
2073,Cytotoxic T cell,Cytotoxic T cell
2074,Megakaryocyte,Megakaryocyte
2075,CD14+ monocyte,CD14+ monocyte
2076,CD4+ T cell,CD4+ T cell
2077,Megakaryocyte,Megakaryocyte
2078,Cytotoxic T cell,Cytotoxic T cell
2079,CD4+ T cell,CD4+ T cell
2080,Cytotoxic T cell,Cytotoxic T cell
2081,CD4+ T cell,Natural killer cell
2082,CD14+ monocyte,CD14+ monocyte
2083,CD14+ monocyte,CD14+ monocyte
2084,CD14+ monocyte,CD16+ monocyte
2085,CD4+ T cell,CD4+ T cell
2086,Cytotoxic T cell,Cytotoxic T cell
2087,Cytotoxic T cell,Cytotoxic T cell
2088,CD14+ monocyte,CD14+ monocyte
2089,CD4+ T cell,Cytotoxic T cell
2090,CD4+ T cell,CD4+ T cell
2091,CD4+ T cell,CD4+ T cell
2092,Cytotoxic T cell,CD4+ T cell
2093,Cytotoxic T cell,Cytotoxic T cell
2094,Cytotoxic T cell,CD4+ T cell
2095,CD4+ T cell,CD4+ T cell
2096,Cytotoxic T cell,Cytotoxic T cell
2097,B cell,B cell
2098,Cytotoxic T cell,Cytotoxic T cell
2099,CD14+ monocyte,CD14+ monocyte
2100,Cytotoxic T cell,Cytotoxic T cell
2101,Megakaryocyte,Megakaryocyte
2102,CD4+ T cell,CD4+ T cell
2103,Cytotoxic T cell,Cytotoxic T cell
2104,Cytotoxic T cell,Natural killer cell
2105,CD14+ monocyte,CD14+ monocyte
2106,CD4+ T cell,Cytotoxic T cell
2107,Cytotoxic T cell,Cytotoxic T cell
2108,Cytotoxic T cell,Natural killer cell
2109,Cytotoxic T cell,Cytotoxic T cell
2110,B cell,Plasmacytoid dendritic cell
2111,CD14+ monocyte,CD14+ monocyte
2112,CD4+ T cell,Cytotoxic T cell
2113,Cytotoxic T cell,Natural killer cell
2114,Cytotoxic T cell,Cytotoxic T cell
2115,CD14+ monocyte,CD14+ monocyte
2116,CD4+ T cell,CD4+ T cell
2117,Cytotoxic T cell,Cytotoxic T cell
2118,CD14+ monocyte,Megakaryocyte
2119,CD4+ T cell,CD4+ T cell
2120,B cell,B cell
2121,Megakaryocyte,Megakaryocyte
2122,CD14+ monocyte,CD14+ monocyte
2123,Cytotoxic T cell,Cytotoxic T cell
2124,B cell,B cell
2125,CD4+ T cell,CD4+ T cell
2126,Cytotoxic T cell,Natural killer cell
2127,CD4+ T cell,CD4+ T cell
2128,CD4+ T cell,Cytotoxic T cell
2129,CD14+ monocyte,CD14+ monocyte
2130,B cell,B cell
2131,CD4+ T cell,CD4+ T cell
2132,CD14+ monocyte,CD14+ monocyte
2133,CD4+ T cell,Cytotoxic T cell
2134,Cytotoxic T cell,Cytotoxic T cell
2135,CD4+ T cell,CD4+ T cell
2136,CD4+ T cell,CD4+ T cell
2137,Cytotoxic T cell,Natural killer cell
2138,Cytotoxic T cell,Cytotoxic T cell
2139,CD14+ monocyte,CD14+ monocyte
2140,B cell,B cell
2141,B cell,B cell
2142,CD14+ monocyte,CD16+ monocyte
2143,Cytotoxic T cell,Natural killer cell
2144,B cell,B cell
2145,Cytotoxic T cell,Cytotoxic T cell
2146,Cytotoxic T cell,Cytotoxic T cell
2147,CD4+ T cell,CD4+ T cell
2148,CD14+ monocyte,CD16+ monocyte
2149,CD14+ monocyte,Dendritic cell
2150,CD4+ T cell,CD4+ T cell
2151,Cytotoxic T cell,Cytotoxic T cell
2152,Cytotoxic T cell,Cytotoxic T cell
2153,Megakaryocyte,Megakaryocyte
2154,CD14+ monocyte,CD14+ monocyte
2155,CD4+ T cell,CD4+ T cell
2156,CD14+ monocyte,CD16+ monocyte
2157,B cell,B cell
2158,Megakaryocyte,Megakaryocyte
2159,B cell,B cell
2160,CD4+ T cell,Cytotoxic T cell
2161,CD4+ T cell,CD4+ T cell
2162,CD4+ T cell,CD4+ T cell
2163,B cell,B cell
2164,Cytotoxic T cell,Cytotoxic T cell
2165,CD14+ monocyte,CD14+ monocyte
2166,CD4+ T cell,CD4+ T cell
2167,B cell,B cell
2168,CD4+ T cell,Cytotoxic T cell
2169,CD4+ T cell,Cytotoxic T cell
2170,B cell,B cell
2171,CD4+ T cell,CD4+ T cell
2172,CD4+ T cell,CD4+ T cell
2173,CD4+ T cell,Cytotoxic T cell
2174,Cytotoxic T cell,Natural killer cell
2175,CD14+ monocyte,CD14+ monocyte
2176,Cytotoxic T cell,Cytotoxic T cell
2177,Cytotoxic T cell,Cytotoxic T cell
2178,CD14+ monocyte,CD14+ monocyte
2179,CD14+ monocyte,CD14+ monocyte
2180,CD14+ monocyte,CD14+ monocyte
2181,Cytotoxic T cell,Cytotoxic T cell
2182,Cytotoxic T cell,Cytotoxic T cell
2183,CD4+ T cell,CD4+ T cell
2184,CD14+ monocyte,CD16+ monocyte
2185,CD14+ monocyte,CD14+ monocyte
2186,CD4+ T cell,CD4+ T cell
2187,Cytotoxic T cell,CD4+ T cell
2188,B cell,B cell
2189,Cytotoxic T cell,Cytotoxic T cell
2190,CD4+ T cell,Cytotoxic T cell
2191,CD4+ T cell,CD4+ T cell
2192,B cell,B cell
2193,CD4+ T cell,Cytotoxic T cell
2194,Cytotoxic T cell,Natural killer cell
2195,CD4+ T cell,CD4+ T cell
2196,CD4+ T cell,CD4+ T cell
2197,CD14+ monocyte,CD16+ monocyte
2198,CD4+ T cell,CD4+ T cell
2199,CD14+ monocyte,CD16+ monocyte
2200,Cytotoxic T cell,Cytotoxic T cell
2201,B cell,B cell
2202,CD4+ T cell,CD4+ T cell
2203,Cytotoxic T cell,Cytotoxic T cell
2204,Cytotoxic T cell,Natural killer cell
2205,CD4+ T cell,Cytotoxic T cell
2206,CD4+ T cell,CD4+ T cell
2207,CD14+ monocyte,CD14+ monocyte
2208,Cytotoxic T cell,Cytotoxic T cell
2209,Cytotoxic T cell,Cytotoxic T cell
2210,CD4+ T cell,Cytotoxic T cell
2211,CD14+ monocyte,CD14+ monocyte
2212,CD14+ monocyte,CD14+ monocyte
2213,B cell,B cell
2214,CD4+ T cell,CD4+ T cell
2215,B cell,B cell
2216,B cell,B cell
2217,CD4+ T cell,Cytotoxic T cell
2218,CD4+ T cell,Cytotoxic T cell
2219,CD14+ monocyte,CD14+ monocyte
2220,CD4+ T cell,CD4+ T cell
2221,CD4+ T cell,Cytotoxic T cell
2222,CD14+ monocyte,CD16+ monocyte
2223,CD4+ T cell,CD4+ T cell
2224,CD4+ T cell,CD4+ T cell
2225,CD4+ T cell,CD4+ T cell
2226,CD14+ monocyte,CD14+ monocyte
2227,CD4+ T cell,CD4+ T cell
2228,Cytotoxic T cell,Natural killer cell
2229,CD4+ T cell,CD4+ T cell
2230,CD4+ T cell,CD4+ T cell
2231,B cell,B cell
2232,CD14+ monocyte,Dendritic cell
2233,CD4+ T cell,CD4+ T cell
2234,Cytotoxic T cell,Cytotoxic T cell
2235,Cytotoxic T cell,Cytotoxic T cell
2236,CD4+ T cell,CD4+ T cell
2237,Cytotoxic T cell,Cytotoxic T cell
2238,CD4+ T cell,CD4+ T cell
2239,Cytotoxic T cell,Cytotoxic T cell
2240,CD4+ T cell,CD4+ T cell
2241,B cell,B cell
2242,CD14+ monocyte,CD14+ monocyte
2243,CD14+ monocyte,CD14+ monocyte
2244,B cell,B cell
2245,CD4+ T cell,Cytotoxic T cell
2246,Cytotoxic T cell,Cytotoxic T cell
2247,Cytotoxic T cell,Cytotoxic T cell
2248,CD14+ monocyte,CD14+ monocyte
2249,CD4+ T cell,Cytotoxic T cell
2250,CD14+ monocyte,CD16+ monocyte
2251,CD4+ T cell,CD4+ T cell
2252,CD4+ T cell,CD4+ T cell
2253,CD4+ T cell,Cytotoxic T cell
2254,CD4+ T cell,Cytotoxic T cell
2255,Cytotoxic T cell,Natural killer cell
2256,CD14+ monocyte,CD14+ monocyte
2257,CD4+ T cell,CD4+ T cell
2258,CD4+ T cell,CD4+ T cell
2259,Megakaryocyte,Megakaryocyte
2260,CD4+ T cell,Cytotoxic T cell
2261,CD4+ T cell,CD4+ T cell
2262,B cell,B cell
2263,Megakaryocyte,Megakaryocyte
2264,Cytotoxic T cell,Cytotoxic T cell
2265,CD4+ T cell,CD4+ T cell
2266,B cell,B cell
2267,CD14+ monocyte,CD14+ monocyte
2268,CD14+ monocyte,CD14+ monocyte
2269,B cell,B cell
2270,CD14+ monocyte,CD14+ monocyte
2271,CD4+ T cell,CD4+ T cell
2272,CD4+ T cell,CD4+ T cell
2273,B cell,B cell
2274,Megakaryocyte,Megakaryocyte
2275,CD4+ T cell,CD4+ T cell
2276,CD4+ T cell,CD4+ T cell
2277,CD14+ monocyte,Dendritic cell
2278,Cytotoxic T cell,Cytotoxic T cell
2279,CD4+ T cell,Cytotoxic T cell
2280,CD4+ T cell,CD4+ T cell
2281,Cytotoxic T cell,Cytotoxic T cell
2282,B cell,B cell
2283,CD4+ T cell,CD4+ T cell
2284,CD4+ T cell,CD4+ T cell
2285,B cell,B cell
2286,Cytotoxic T cell,Cytotoxic T cell
2287,B cell,Plasmacytoid dendritic cell
2288,CD4+ T cell,Cytotoxic T cell
2289,CD4+ T cell,CD4+ T cell
2290,CD4+ T cell,Cytotoxic T cell
2291,Megakaryocyte,Megakaryocyte
2292,CD14+ monocyte,CD14+ monocyte
2293,Cytotoxic T cell,Cytotoxic T cell
2294,Cytotoxic T cell,Natural killer cell
2295,CD4+ T cell,CD4+ T cell
2296,Cytotoxic T cell,Cytotoxic T cell
2297,B cell,B cell
2298,CD14+ monocyte,CD14+ monocyte
2299,Cytotoxic T cell,Cytotoxic T cell
2300,CD4+ T cell,Cytotoxic T cell
2301,CD4+ T cell,Cytotoxic T cell
2302,CD4+ T cell,CD4+ T cell
2303,CD14+ monocyte,CD14+ monocyte
2304,CD14+ monocyte,CD16+ monocyte
2305,Cytotoxic T cell,Natural killer cell
2306,Cytotoxic T cell,Cytotoxic T cell
2307,CD4+ T cell,CD4+ T cell
2308,CD4+ T cell,Cytotoxic T cell
2309,B cell,B cell
2310,CD14+ monocyte,CD14+ monocyte
2311,CD4+ T cell,Cytotoxic T cell
2312,CD14+ monocyte,CD14+ monocyte
2313,Megakaryocyte,Megakaryocyte
2314,Cytotoxic T cell,Cytotoxic T cell
2315,CD4+ T cell,CD4+ T cell
2316,B cell,B cell
2317,CD4+ T cell,CD4+ T cell
2318,CD4+ T cell,CD4+ T cell
2319,Cytotoxic T cell,Cytotoxic T cell
2320,Cytotoxic T cell,Cytotoxic T cell
2321,CD14+ monocyte,CD14+ monocyte
2322,CD4+ T cell,CD4+ T cell
2323,CD14+ monocyte,CD14+ monocyte
2324,B cell,B cell
2325,CD4+ T cell,CD4+ T cell
2326,CD4+ T cell,CD4+ T cell
2327,Cytotoxic T cell,Natural killer cell
2328,CD4+ T cell,CD4+ T cell
2329,CD4+ T cell,CD4+ T cell
2330,Megakaryocyte,Megakaryocyte
2331,CD4+ T cell,CD4+ T cell
2332,B cell,B cell
2333,CD14+ monocyte,CD14+ monocyte
2334,Cytotoxic T cell,Cytotoxic T cell
2335,Cytotoxic T cell,Cytotoxic T cell
2336,Cytotoxic T cell,Cytotoxic T cell
2337,CD14+ monocyte,CD14+ monocyte
2338,CD4+ T cell,Cytotoxic T cell
2339,CD14+ monocyte,CD14+ monocyte
2340,Cytotoxic T cell,Natural killer cell
2341,Cytotoxic T cell,Cytotoxic T cell
2342,CD4+ T cell,CD4+ T cell
2343,B cell,B cell
2344,B cell,B cell
2345,Cytotoxic T cell,Cytotoxic T cell
2346,CD14+ monocyte,CD14+ monocyte
2347,CD14+ monocyte,CD14+ monocyte
2348,CD4+ T cell,Cytotoxic T cell
2349,CD14+ monocyte,CD14+ monocyte
2350,CD14+ monocyte,CD14+ monocyte
2351,Cytotoxic T cell,Cytotoxic T cell
2352,CD4+ T cell,CD4+ T cell
2353,B cell,B cell
2354,Megakaryocyte,Megakaryocyte
2355,CD4+ T cell,CD4+ T cell
2356,Cytotoxic T cell,Natural killer cell
2357,B cell,B cell
2358,CD4+ T cell,CD4+ T cell
2359,CD4+ T cell,CD4+ T cell
2360,CD14+ monocyte,CD14+ monocyte
2361,CD4+ T cell,CD4+ T cell
2362,Cytotoxic T cell,Cytotoxic T cell
2363,CD4+ T cell,CD4+ T cell
2364,CD4+ T cell,CD4+ T cell
2365,B cell,B cell
2366,Cytotoxic T cell,CD4+ T cell
2367,CD14+ monocyte,CD14+ monocyte
2368,CD14+ monocyte,CD14+ monocyte
2369,CD4+ T cell,CD4+ T cell
2370,Cytotoxic T cell,Natural killer cell
2371,B cell,B cell
2372,B cell,B cell
2373,CD14+ monocyte,CD14+ monocyte
2374,B cell,B cell
2375,CD4+ T cell,CD4+ T cell
2376,Cytotoxic T cell,Cytotoxic T cell
2377,Cytotoxic T cell,Cytotoxic T cell
2378,CD4+ T cell,Cytotoxic T cell
2379,CD14+ monocyte,CD14+ monocyte
2380,CD4+ T cell,Cytotoxic T cell
2381,CD4+ T cell,Cytotoxic T cell
2382,CD4+ T cell,Natural killer cell
2383,CD4+ T cell,Cytotoxic T cell
2384,B cell,B cell
2385,Cytotoxic T cell,Cytotoxic T cell
2386,CD4+ T cell,Cytotoxic T cell
2387,CD4+ T cell,CD4+ T cell
2388,CD14+ monocyte,CD14+ monocyte
2389,CD4+ T cell,Cytotoxic T cell
2390,Natural killer cell,Natural killer cell
2391,CD14+ monocyte,CD14+ monocyte
2392,CD4+ T cell,Cytotoxic T cell
2393,CD4+ T cell,CD4+ T cell
2394,CD4+ T cell,CD4+ T cell
2395,Cytotoxic T cell,Cytotoxic T cell
2396,B cell,B cell
2397,Megakaryocyte,Megakaryocyte
2398,B cell,B cell
2399,B cell,B cell
2400,CD4+ T cell,Cytotoxic T cell
2401,CD4+ T cell,CD4+ T cell
2402,B cell,B cell
2403,CD4+ T cell,CD4+ T cell
2404,CD4+ T cell,Cytotoxic T cell
2405,B cell,B cell
2406,B cell,B cell
2407,CD14+ monocyte,CD14+ monocyte
2408,B cell,B cell
2409,CD4+ T cell,CD4+ T cell
2410,CD4+ T cell,CD4+ T cell
2411,B cell,B cell
2412,Cytotoxic T cell,Cytotoxic T cell
2413,B cell,B cell
2414,CD4+ T cell,CD4+ T cell
2415,Cytotoxic T cell,Cytotoxic T cell
2416,CD4+ T cell,CD4+ T cell
2417,CD4+ T cell,Cytotoxic T cell
2418,Cytotoxic T cell,Cytotoxic T cell
2419,Cytotoxic T cell,Natural killer cell
2420,CD4+ T cell,Cytotoxic T cell
2421,CD14+ monocyte,Megakaryocyte
2422,Cytotoxic T cell,Cytotoxic T cell
2423,CD14+ monocyte,CD16+ monocyte
2424,Cytotoxic T cell,Cytotoxic T cell
2425,CD14+ monocyte,CD14+ monocyte
2426,Cytotoxic T cell,Natural killer cell
2427,Cytotoxic T cell,Cytotoxic T cell
2428,B cell,B cell
2429,B cell,B cell
2430,Cytotoxic T cell,Natural killer cell
2431,CD4+ T cell,Cytotoxic T cell
2432,CD14+ monocyte,CD14+ monocyte
2433,B cell,B cell
2434,CD4+ T cell,CD4+ T cell
