,pred,true
675,Cytotoxic T cell,Natural killer cell
676,CD4+ T cell,CD4+ T cell
677,Cytotoxic T cell,Cytotoxic T cell
678,Cytotoxic T cell,Cytotoxic T cell
679,Cytotoxic T cell,Natural killer cell
680,Cytotoxic T cell,Cytotoxic T cell
681,B cell,B cell
682,Cytotoxic T cell,Cytotoxic T cell
683,Cytotoxic T cell,Cytotoxic T cell
684,B cell,B cell
685,B cell,B cell
686,Cytotoxic T cell,Cytotoxic T cell
687,B cell,B cell
688,CD4+ T cell,CD4+ T cell
689,CD4+ T cell,CD4+ T cell
690,Megakaryocyte,Megakaryocyte
691,CD14+ monocyte,CD14+ monocyte
692,CD4+ T cell,CD4+ T cell
693,Cytotoxic T cell,Cytotoxic T cell
694,Cytotoxic T cell,Cytotoxic T cell
695,Cytotoxic T cell,Natural killer cell
696,CD4+ T cell,CD4+ T cell
697,Cytotoxic T cell,Natural killer cell
698,CD4+ T cell,CD4+ T cell
699,CD14+ monocyte,CD14+ monocyte
700,CD14+ monocyte,CD14+ monocyte
701,Cytotoxic T cell,Cytotoxic T cell
702,B cell,Dendritic cell
703,CD4+ T cell,CD4+ T cell
704,Megakaryocyte,Megakaryocyte
705,CD4+ T cell,CD4+ T cell
706,B cell,B cell
707,CD14+ monocyte,CD16+ monocyte
708,CD14+ monocyte,CD14+ monocyte
709,Megakaryocyte,Megakaryocyte
710,CD14+ monocyte,CD14+ monocyte
711,CD14+ monocyte,CD14+ monocyte
712,Cytotoxic T cell,Cytotoxic T cell
713,Cytotoxic T cell,Cytotoxic T cell
714,B cell,B cell
715,CD4+ T cell,CD4+ T cell
716,Megakaryocyte,Megakaryocyte
717,Cytotoxic T cell,Cytotoxic T cell
718,CD14+ monocyte,Dendritic cell
719,Cytotoxic T cell,Cytotoxic T cell
720,Cytotoxic T cell,Cytotoxic T cell
721,CD4+ T cell,CD4+ T cell
722,Megakaryocyte,Megakaryocyte
723,Cytotoxic T cell,Cytotoxic T cell
724,CD4+ T cell,CD4+ T cell
725,Megakaryocyte,Megakaryocyte
726,CD4+ T cell,CD4+ T cell
727,Cytotoxic T cell,Natural killer cell
728,Cytotoxic T cell,Cytotoxic T cell
729,B cell,B cell
730,Cytotoxic T cell,Cytotoxic T cell
731,CD14+ monocyte,CD16+ monocyte
732,Cytotoxic T cell,Cytotoxic T cell
733,CD4+ T cell,CD4+ T cell
734,Megakaryocyte,Megakaryocyte
735,CD4+ T cell,CD4+ T cell
736,Megakaryocyte,Megakaryocyte
737,Cytotoxic T cell,Cytotoxic T cell
738,Cytotoxic T cell,CD4+ T cell
739,B cell,B cell
740,CD4+ T cell,CD4+ T cell
741,Cytotoxic T cell,Cytotoxic T cell
742,Megakaryocyte,Megakaryocyte
743,Cytotoxic T cell,Cytotoxic T cell
744,CD14+ monocyte,Dendritic cell
745,Cytotoxic T cell,Cytotoxic T cell
746,Megakaryocyte,Megakaryocyte
747,CD4+ T cell,CD4+ T cell
748,CD4+ T cell,CD4+ T cell
749,B cell,B cell
750,Cytotoxic T cell,Cytotoxic T cell
751,Cytotoxic T cell,CD4+ T cell
752,B cell,B cell
753,CD4+ T cell,Megakaryocyte
754,Cytotoxic T cell,Natural killer cell
755,Cytotoxic T cell,Cytotoxic T cell
756,CD4+ T cell,CD4+ T cell
757,CD4+ T cell,CD4+ T cell
758,CD14+ monocyte,CD14+ monocyte
759,Cytotoxic T cell,Natural killer cell
760,CD4+ T cell,CD4+ T cell
761,CD4+ T cell,CD4+ T cell
762,Cytotoxic T cell,Cytotoxic T cell
763,CD14+ monocyte,CD14+ monocyte
764,Cytotoxic T cell,Cytotoxic T cell
765,CD4+ T cell,CD4+ T cell
766,CD4+ T cell,Cytotoxic T cell
767,Cytotoxic T cell,Cytotoxic T cell
768,CD4+ T cell,B cell
769,Cytotoxic T cell,Natural killer cell
770,Cytotoxic T cell,CD4+ T cell
771,CD4+ T cell,CD4+ T cell
772,B cell,B cell
773,Cytotoxic T cell,Cytotoxic T cell
774,Cytotoxic T cell,Cytotoxic T cell
775,CD14+ monocyte,CD14+ monocyte
776,Cytotoxic T cell,Cytotoxic T cell
777,CD4+ T cell,CD4+ T cell
778,CD14+ monocyte,CD14+ monocyte
779,Cytotoxic T cell,CD4+ T cell
780,Megakaryocyte,Megakaryocyte
781,CD14+ monocyte,Dendritic cell
782,Cytotoxic T cell,Cytotoxic T cell
783,B cell,B cell
784,B cell,B cell
785,CD4+ T cell,CD4+ T cell
786,Megakaryocyte,Megakaryocyte
787,CD14+ monocyte,CD14+ monocyte
788,CD4+ T cell,CD4+ T cell
789,Cytotoxic T cell,Cytotoxic T cell
790,Megakaryocyte,Megakaryocyte
791,Cytotoxic T cell,Cytotoxic T cell
792,CD14+ monocyte,CD14+ monocyte
793,B cell,B cell
794,CD14+ monocyte,CD14+ monocyte
795,Cytotoxic T cell,Cytotoxic T cell
796,Cytotoxic T cell,Cytotoxic T cell
797,Cytotoxic T cell,Natural killer cell
798,Cytotoxic T cell,Cytotoxic T cell
799,CD4+ T cell,CD4+ T cell
800,Cytotoxic T cell,CD4+ T cell
801,Cytotoxic T cell,Cytotoxic T cell
802,Megakaryocyte,Megakaryocyte
803,Cytotoxic T cell,Cytotoxic T cell
804,CD4+ T cell,CD4+ T cell
805,Cytotoxic T cell,Cytotoxic T cell
806,B cell,B cell
807,Cytotoxic T cell,Cytotoxic T cell
808,B cell,B cell
809,Cytotoxic T cell,Cytotoxic T cell
810,CD4+ T cell,CD4+ T cell
811,CD4+ T cell,CD4+ T cell
812,CD4+ T cell,CD4+ T cell
813,Cytotoxic T cell,Cytotoxic T cell
814,CD14+ monocyte,CD14+ monocyte
815,Cytotoxic T cell,Cytotoxic T cell
816,Megakaryocyte,Megakaryocyte
817,Cytotoxic T cell,Cytotoxic T cell
818,B cell,B cell
819,CD14+ monocyte,CD14+ monocyte
820,CD14+ monocyte,CD16+ monocyte
821,Cytotoxic T cell,Cytotoxic T cell
822,Cytotoxic T cell,Cytotoxic T cell
823,Cytotoxic T cell,Cytotoxic T cell
824,CD4+ T cell,CD4+ T cell
825,CD4+ T cell,CD4+ T cell
826,Cytotoxic T cell,CD4+ T cell
827,CD4+ T cell,CD4+ T cell
828,Cytotoxic T cell,Cytotoxic T cell
829,Cytotoxic T cell,Cytotoxic T cell
830,B cell,B cell
831,CD4+ T cell,CD4+ T cell
832,CD4+ T cell,CD4+ T cell
833,CD4+ T cell,CD4+ T cell
834,Cytotoxic T cell,Cytotoxic T cell
835,CD14+ monocyte,CD14+ monocyte
836,Cytotoxic T cell,Cytotoxic T cell
837,CD14+ monocyte,CD14+ monocyte
838,CD14+ monocyte,CD14+ monocyte
839,CD14+ monocyte,CD16+ monocyte
840,B cell,B cell
841,Cytotoxic T cell,Cytotoxic T cell
842,Cytotoxic T cell,Cytotoxic T cell
843,Cytotoxic T cell,Cytotoxic T cell
844,Cytotoxic T cell,Cytotoxic T cell
845,B cell,B cell
846,CD4+ T cell,CD4+ T cell
847,CD14+ monocyte,CD16+ monocyte
848,Megakaryocyte,Megakaryocyte
849,CD4+ T cell,CD4+ T cell
850,Cytotoxic T cell,Cytotoxic T cell
851,Cytotoxic T cell,Cytotoxic T cell
852,CD4+ T cell,CD4+ T cell
853,CD4+ T cell,Dendritic cell
854,Cytotoxic T cell,Natural killer cell
855,Cytotoxic T cell,Cytotoxic T cell
856,Cytotoxic T cell,Cytotoxic T cell
857,CD4+ T cell,CD4+ T cell
858,Cytotoxic T cell,Natural killer cell
859,Cytotoxic T cell,Cytotoxic T cell
860,Cytotoxic T cell,Cytotoxic T cell
861,Cytotoxic T cell,Natural killer cell
862,Cytotoxic T cell,Cytotoxic T cell
863,CD4+ T cell,CD4+ T cell
864,CD4+ T cell,CD4+ T cell
865,CD4+ T cell,CD4+ T cell
866,CD4+ T cell,CD4+ T cell
867,CD14+ monocyte,CD14+ monocyte
868,B cell,B cell
869,Cytotoxic T cell,Natural killer cell
870,CD4+ T cell,CD4+ T cell
871,CD4+ T cell,CD4+ T cell
872,Cytotoxic T cell,Cytotoxic T cell
873,B cell,B cell
874,Cytotoxic T cell,Cytotoxic T cell
875,CD4+ T cell,Cytotoxic T cell
876,Cytotoxic T cell,Natural killer cell
877,Cytotoxic T cell,Natural killer cell
878,CD14+ monocyte,CD14+ monocyte
879,CD14+ monocyte,CD14+ monocyte
880,Cytotoxic T cell,Natural killer cell
881,CD4+ T cell,CD4+ T cell
882,B cell,B cell
883,CD4+ T cell,CD4+ T cell
884,Cytotoxic T cell,CD4+ T cell
885,CD4+ T cell,Dendritic cell
886,Megakaryocyte,Megakaryocyte
887,Cytotoxic T cell,Cytotoxic T cell
888,B cell,B cell
889,Cytotoxic T cell,Cytotoxic T cell
890,Cytotoxic T cell,Cytotoxic T cell
891,B cell,B cell
892,Cytotoxic T cell,Cytotoxic T cell
893,Cytotoxic T cell,Cytotoxic T cell
894,CD4+ T cell,CD4+ T cell
895,Cytotoxic T cell,Cytotoxic T cell
896,B cell,B cell
897,CD14+ monocyte,CD14+ monocyte
898,Cytotoxic T cell,Cytotoxic T cell
899,Cytotoxic T cell,Cytotoxic T cell
900,CD4+ T cell,CD4+ T cell
901,CD4+ T cell,CD4+ T cell
902,CD14+ monocyte,CD14+ monocyte
903,Cytotoxic T cell,CD4+ T cell
904,CD14+ monocyte,CD14+ monocyte
905,Cytotoxic T cell,Cytotoxic T cell
906,B cell,B cell
907,Megakaryocyte,Megakaryocyte
908,Cytotoxic T cell,Cytotoxic T cell
909,Cytotoxic T cell,Cytotoxic T cell
910,CD4+ T cell,CD4+ T cell
911,CD4+ T cell,CD4+ T cell
912,Cytotoxic T cell,Cytotoxic T cell
913,CD4+ T cell,CD4+ T cell
914,Cytotoxic T cell,Cytotoxic T cell
915,CD4+ T cell,CD4+ T cell
916,Megakaryocyte,Megakaryocyte
917,CD4+ T cell,CD4+ T cell
918,Cytotoxic T cell,Cytotoxic T cell
919,Cytotoxic T cell,Cytotoxic T cell
920,B cell,B cell
921,CD4+ T cell,CD4+ T cell
922,Cytotoxic T cell,Cytotoxic T cell
923,Cytotoxic T cell,Cytotoxic T cell
924,Cytotoxic T cell,Cytotoxic T cell
925,Cytotoxic T cell,Cytotoxic T cell
926,CD14+ monocyte,CD14+ monocyte
927,CD4+ T cell,CD4+ T cell
928,CD4+ T cell,B cell
929,Cytotoxic T cell,CD4+ T cell
930,Cytotoxic T cell,CD4+ T cell
931,CD4+ T cell,CD4+ T cell
932,Cytotoxic T cell,Cytotoxic T cell
933,Cytotoxic T cell,Cytotoxic T cell
934,Cytotoxic T cell,Cytotoxic T cell
935,CD4+ T cell,CD4+ T cell
936,CD4+ T cell,CD4+ T cell
937,Cytotoxic T cell,Cytotoxic T cell
938,CD4+ T cell,CD4+ T cell
939,Cytotoxic T cell,Cytotoxic T cell
940,CD4+ T cell,CD4+ T cell
941,Cytotoxic T cell,Cytotoxic T cell
942,Cytotoxic T cell,Natural killer cell
943,CD14+ monocyte,CD14+ monocyte
944,Cytotoxic T cell,Cytotoxic T cell
945,Cytotoxic T cell,Cytotoxic T cell
946,Cytotoxic T cell,Natural killer cell
947,CD14+ monocyte,CD14+ monocyte
948,CD4+ T cell,CD4+ T cell
949,CD4+ T cell,CD4+ T cell
950,Megakaryocyte,Megakaryocyte
951,Megakaryocyte,Megakaryocyte
952,CD4+ T cell,CD4+ T cell
953,Cytotoxic T cell,Natural killer cell
954,Cytotoxic T cell,Cytotoxic T cell
955,Cytotoxic T cell,Cytotoxic T cell
956,Cytotoxic T cell,Cytotoxic T cell
957,CD4+ T cell,CD4+ T cell
958,CD4+ T cell,CD4+ T cell
959,CD4+ T cell,CD4+ T cell
960,Megakaryocyte,Megakaryocyte
961,CD4+ T cell,CD4+ T cell
962,Cytotoxic T cell,Cytotoxic T cell
963,CD4+ T cell,CD4+ T cell
964,CD4+ T cell,CD4+ T cell
965,CD4+ T cell,CD4+ T cell
966,Cytotoxic T cell,Cytotoxic T cell
967,CD14+ monocyte,CD14+ monocyte
968,CD14+ monocyte,CD16+ monocyte
969,Cytotoxic T cell,Cytotoxic T cell
970,Cytotoxic T cell,Cytotoxic T cell
971,CD4+ T cell,Dendritic cell
972,CD14+ monocyte,CD16+ monocyte
973,B cell,B cell
974,CD4+ T cell,CD4+ T cell
975,CD14+ monocyte,CD14+ monocyte
976,B cell,B cell
977,Cytotoxic T cell,Cytotoxic T cell
978,CD14+ monocyte,CD14+ monocyte
979,Cytotoxic T cell,Natural killer cell
980,B cell,B cell
981,Cytotoxic T cell,Cytotoxic T cell
982,Cytotoxic T cell,Cytotoxic T cell
983,CD4+ T cell,CD4+ T cell
984,CD4+ T cell,CD4+ T cell
985,Cytotoxic T cell,Cytotoxic T cell
986,Cytotoxic T cell,Cytotoxic T cell
987,Megakaryocyte,Megakaryocyte
988,CD14+ monocyte,CD14+ monocyte
989,Cytotoxic T cell,Natural killer cell
990,CD14+ monocyte,CD14+ monocyte
991,Cytotoxic T cell,Cytotoxic T cell
992,CD4+ T cell,CD4+ T cell
993,Cytotoxic T cell,Cytotoxic T cell
994,CD14+ monocyte,CD14+ monocyte
995,Megakaryocyte,Megakaryocyte
996,CD4+ T cell,CD4+ T cell
997,Megakaryocyte,Megakaryocyte
998,CD4+ T cell,CD4+ T cell
999,Cytotoxic T cell,CD4+ T cell
1000,Cytotoxic T cell,Cytotoxic T cell
1001,CD4+ T cell,CD4+ T cell
1002,CD14+ monocyte,CD14+ monocyte
1003,CD4+ T cell,CD4+ T cell
1004,CD4+ T cell,CD4+ T cell
1005,CD14+ monocyte,CD14+ monocyte
1006,Cytotoxic T cell,Cytotoxic T cell
1007,CD14+ monocyte,CD14+ monocyte
1008,CD4+ T cell,CD4+ T cell
1009,CD4+ T cell,CD4+ T cell
1010,Cytotoxic T cell,Cytotoxic T cell
1011,Cytotoxic T cell,Cytotoxic T cell
1012,CD4+ T cell,CD4+ T cell
1013,CD14+ monocyte,CD14+ monocyte
1014,B cell,B cell
1015,Cytotoxic T cell,Cytotoxic T cell
1016,CD4+ T cell,CD4+ T cell
1017,Cytotoxic T cell,Cytotoxic T cell
1018,CD4+ T cell,CD4+ T cell
1019,B cell,B cell
1020,CD14+ monocyte,CD14+ monocyte
1021,Cytotoxic T cell,Cytotoxic T cell
1022,Cytotoxic T cell,Natural killer cell
1023,Cytotoxic T cell,Cytotoxic T cell
1024,CD14+ monocyte,CD14+ monocyte
1025,CD4+ T cell,CD4+ T cell
1026,CD4+ T cell,CD4+ T cell
1027,Cytotoxic T cell,Cytotoxic T cell
1028,B cell,B cell
1029,B cell,B cell
1030,B cell,B cell
1031,B cell,B cell
1032,CD16+ monocyte,CD16+ monocyte
1033,Cytotoxic T cell,CD4+ T cell
1034,Cytotoxic T cell,Cytotoxic T cell
1035,Cytotoxic T cell,Cytotoxic T cell
1036,CD4+ T cell,CD4+ T cell
1037,B cell,B cell
1038,B cell,B cell
1039,Cytotoxic T cell,Cytotoxic T cell
1040,CD4+ T cell,CD4+ T cell
1041,Cytotoxic T cell,Cytotoxic T cell
1042,CD14+ monocyte,CD14+ monocyte
1043,CD14+ monocyte,CD14+ monocyte
1044,Cytotoxic T cell,Cytotoxic T cell
1045,CD4+ T cell,CD4+ T cell
1046,Cytotoxic T cell,Cytotoxic T cell
1047,B cell,B cell
1048,Cytotoxic T cell,CD4+ T cell
1049,Cytotoxic T cell,Cytotoxic T cell
1050,Cytotoxic T cell,Cytotoxic T cell
1051,CD14+ monocyte,CD14+ monocyte
1052,Cytotoxic T cell,Cytotoxic T cell
1053,CD4+ T cell,CD4+ T cell
1054,Megakaryocyte,Megakaryocyte
1055,CD14+ monocyte,CD14+ monocyte
1056,Cytotoxic T cell,CD4+ T cell
1057,B cell,B cell
1058,Cytotoxic T cell,Cytotoxic T cell
1059,Cytotoxic T cell,Cytotoxic T cell
1060,B cell,B cell
1061,Megakaryocyte,Megakaryocyte
1062,Cytotoxic T cell,Cytotoxic T cell
1063,Cytotoxic T cell,Natural killer cell
1064,Cytotoxic T cell,Cytotoxic T cell
1065,Cytotoxic T cell,CD4+ T cell
1066,Cytotoxic T cell,Cytotoxic T cell
1067,CD4+ T cell,CD4+ T cell
1068,CD4+ T cell,CD4+ T cell
1069,Megakaryocyte,Megakaryocyte
1070,CD4+ T cell,CD4+ T cell
1071,Megakaryocyte,Megakaryocyte
1072,Cytotoxic T cell,Natural killer cell
1073,CD4+ T cell,CD4+ T cell
1074,B cell,B cell
1075,CD4+ T cell,CD4+ T cell
1076,Cytotoxic T cell,Cytotoxic T cell
1077,Cytotoxic T cell,Cytotoxic T cell
1078,Cytotoxic T cell,Cytotoxic T cell
1079,Cytotoxic T cell,Cytotoxic T cell
1080,CD4+ T cell,CD4+ T cell
1081,Cytotoxic T cell,Natural killer cell
1082,Cytotoxic T cell,Natural killer cell
1083,B cell,B cell
1084,B cell,B cell
1085,Cytotoxic T cell,Cytotoxic T cell
1086,Cytotoxic T cell,Cytotoxic T cell
1087,CD4+ T cell,CD4+ T cell
1088,Megakaryocyte,Megakaryocyte
1089,B cell,B cell
1090,Megakaryocyte,Megakaryocyte
1091,CD14+ monocyte,Dendritic cell
1092,Cytotoxic T cell,Cytotoxic T cell
1093,CD4+ T cell,CD4+ T cell
1094,B cell,B cell
1095,CD4+ T cell,CD4+ T cell
1096,CD4+ T cell,CD4+ T cell
1097,CD4+ T cell,CD4+ T cell
1098,Cytotoxic T cell,Cytotoxic T cell
1099,Cytotoxic T cell,Cytotoxic T cell
1100,CD4+ T cell,CD4+ T cell
1101,CD14+ monocyte,Dendritic cell
1102,Cytotoxic T cell,Cytotoxic T cell
1103,CD14+ monocyte,CD14+ monocyte
1104,Cytotoxic T cell,Cytotoxic T cell
1105,Cytotoxic T cell,Natural killer cell
1106,Cytotoxic T cell,CD4+ T cell
1107,Cytotoxic T cell,Cytotoxic T cell
1108,Megakaryocyte,Megakaryocyte
1109,B cell,B cell
1110,Megakaryocyte,Megakaryocyte
1111,CD4+ T cell,CD4+ T cell
1112,B cell,B cell
1113,CD4+ T cell,CD4+ T cell
1114,CD14+ monocyte,CD14+ monocyte
1115,CD4+ T cell,CD4+ T cell
1116,CD4+ T cell,CD4+ T cell
1117,CD4+ T cell,CD4+ T cell
1118,Cytotoxic T cell,CD4+ T cell
1119,CD4+ T cell,CD4+ T cell
1120,Cytotoxic T cell,CD4+ T cell
1121,CD4+ T cell,CD4+ T cell
1122,Megakaryocyte,Megakaryocyte
1123,Megakaryocyte,Megakaryocyte
1124,Cytotoxic T cell,Cytotoxic T cell
1125,Cytotoxic T cell,Cytotoxic T cell
1126,CD14+ monocyte,CD14+ monocyte
1127,Megakaryocyte,Megakaryocyte
1128,CD14+ monocyte,CD14+ monocyte
1129,CD4+ T cell,CD4+ T cell
1130,B cell,B cell
1131,Cytotoxic T cell,Cytotoxic T cell
1132,CD4+ T cell,CD4+ T cell
1133,Cytotoxic T cell,Cytotoxic T cell
1134,Cytotoxic T cell,Cytotoxic T cell
1135,Cytotoxic T cell,Cytotoxic T cell
1136,CD4+ T cell,CD4+ T cell
1137,Cytotoxic T cell,Cytotoxic T cell
1138,CD14+ monocyte,CD14+ monocyte
1139,Cytotoxic T cell,Cytotoxic T cell
1140,CD14+ monocyte,CD14+ monocyte
1141,CD14+ monocyte,CD14+ monocyte
1142,Cytotoxic T cell,Cytotoxic T cell
1143,CD4+ T cell,CD4+ T cell
1144,Cytotoxic T cell,Cytotoxic T cell
1145,B cell,B cell
1146,CD14+ monocyte,CD14+ monocyte
1147,CD4+ T cell,CD4+ T cell
1148,B cell,B cell
1149,Cytotoxic T cell,Cytotoxic T cell
1150,CD4+ T cell,CD4+ T cell
1151,Cytotoxic T cell,Natural killer cell
1152,Cytotoxic T cell,Cytotoxic T cell
1153,CD4+ T cell,CD4+ T cell
1154,CD4+ T cell,CD4+ T cell
1155,CD4+ T cell,CD4+ T cell
1156,CD14+ monocyte,CD14+ monocyte
1157,Cytotoxic T cell,Natural killer cell
1158,CD4+ T cell,Cytotoxic T cell
1159,B cell,B cell
1160,CD4+ T cell,CD4+ T cell
1161,CD14+ monocyte,CD14+ monocyte
1162,CD14+ monocyte,CD16+ monocyte
1163,Cytotoxic T cell,Cytotoxic T cell
1164,B cell,B cell
1165,Megakaryocyte,Megakaryocyte
1166,Megakaryocyte,Megakaryocyte
1167,CD14+ monocyte,CD14+ monocyte
1168,CD4+ T cell,CD4+ T cell
1169,Megakaryocyte,Megakaryocyte
1170,CD14+ monocyte,CD14+ monocyte
1171,Cytotoxic T cell,Natural killer cell
1172,CD4+ T cell,CD4+ T cell
1173,Cytotoxic T cell,Natural killer cell
1174,Megakaryocyte,Megakaryocyte
1175,Cytotoxic T cell,Cytotoxic T cell
1176,CD14+ monocyte,CD14+ monocyte
1177,CD14+ monocyte,CD14+ monocyte
1178,B cell,B cell
1179,B cell,Dendritic cell
1180,CD14+ monocyte,CD16+ monocyte
1181,Cytotoxic T cell,Cytotoxic T cell
1182,Cytotoxic T cell,Natural killer cell
1183,CD4+ T cell,CD4+ T cell
1184,Cytotoxic T cell,Cytotoxic T cell
1185,CD4+ T cell,B cell
1186,Cytotoxic T cell,Cytotoxic T cell
1187,Cytotoxic T cell,Cytotoxic T cell
1188,Cytotoxic T cell,Natural killer cell
1189,B cell,B cell
1190,Cytotoxic T cell,Natural killer cell
1191,CD14+ monocyte,CD14+ monocyte
1192,B cell,B cell
1193,CD4+ T cell,CD4+ T cell
1194,Cytotoxic T cell,Cytotoxic T cell
1195,CD14+ monocyte,CD14+ monocyte
1196,CD14+ monocyte,Dendritic cell
1197,B cell,B cell
1198,CD4+ T cell,CD4+ T cell
1199,Cytotoxic T cell,Cytotoxic T cell
1200,B cell,B cell
1201,CD4+ T cell,CD4+ T cell
1202,Cytotoxic T cell,Cytotoxic T cell
1203,B cell,B cell
1204,CD4+ T cell,CD4+ T cell
1205,CD14+ monocyte,CD14+ monocyte
1206,Cytotoxic T cell,Cytotoxic T cell
1207,Cytotoxic T cell,Cytotoxic T cell
1208,CD4+ T cell,CD4+ T cell
1209,Cytotoxic T cell,Cytotoxic T cell
1210,CD4+ T cell,CD4+ T cell
1211,CD4+ T cell,CD4+ T cell
1212,CD4+ T cell,CD4+ T cell
1213,CD4+ T cell,CD4+ T cell
1214,B cell,B cell
1215,Cytotoxic T cell,Natural killer cell
1216,Cytotoxic T cell,CD4+ T cell
1217,Cytotoxic T cell,Natural killer cell
1218,CD14+ monocyte,CD14+ monocyte
1219,CD4+ T cell,CD4+ T cell
1220,B cell,B cell
1221,CD14+ monocyte,CD14+ monocyte
1222,CD4+ T cell,Cytotoxic T cell
1223,Cytotoxic T cell,Cytotoxic T cell
1224,CD4+ T cell,CD4+ T cell
1225,Megakaryocyte,Megakaryocyte
1226,CD4+ T cell,CD4+ T cell
1227,Cytotoxic T cell,Cytotoxic T cell
1228,CD4+ T cell,CD4+ T cell
1229,CD14+ monocyte,CD14+ monocyte
1230,CD14+ monocyte,CD14+ monocyte
1231,CD4+ T cell,CD4+ T cell
1232,CD4+ T cell,CD4+ T cell
1233,CD4+ T cell,CD4+ T cell
1234,Cytotoxic T cell,CD4+ T cell
1235,CD4+ T cell,CD4+ T cell
1236,Cytotoxic T cell,Cytotoxic T cell
1237,Cytotoxic T cell,Cytotoxic T cell
1238,Cytotoxic T cell,Cytotoxic T cell
1239,Cytotoxic T cell,Natural killer cell
1240,B cell,B cell
1241,Cytotoxic T cell,Cytotoxic T cell
1242,CD4+ T cell,CD4+ T cell
1243,Cytotoxic T cell,Cytotoxic T cell
1244,CD4+ T cell,CD4+ T cell
1245,Cytotoxic T cell,CD4+ T cell
1246,CD14+ monocyte,CD14+ monocyte
1247,CD4+ T cell,CD4+ T cell
1248,B cell,B cell
1249,CD4+ T cell,CD4+ T cell
1250,B cell,B cell
1251,Cytotoxic T cell,Cytotoxic T cell
1252,Cytotoxic T cell,Cytotoxic T cell
1253,CD4+ T cell,Natural killer cell
1254,Cytotoxic T cell,Cytotoxic T cell
1255,Cytotoxic T cell,Cytotoxic T cell
1256,CD4+ T cell,CD4+ T cell
1257,CD4+ T cell,CD4+ T cell
1258,B cell,B cell
1259,CD14+ monocyte,CD14+ monocyte
1260,Cytotoxic T cell,Cytotoxic T cell
1261,Megakaryocyte,Megakaryocyte
1262,Cytotoxic T cell,Cytotoxic T cell
1263,CD4+ T cell,CD4+ T cell
1264,Cytotoxic T cell,Cytotoxic T cell
1265,CD4+ T cell,CD4+ T cell
1266,Cytotoxic T cell,Cytotoxic T cell
1267,B cell,B cell
1268,CD4+ T cell,CD4+ T cell
1269,Cytotoxic T cell,Cytotoxic T cell
1270,CD4+ T cell,B cell
1271,Cytotoxic T cell,Cytotoxic T cell
1272,CD4+ T cell,CD4+ T cell
1273,Cytotoxic T cell,Cytotoxic T cell
1274,Cytotoxic T cell,Cytotoxic T cell
1275,Cytotoxic T cell,Cytotoxic T cell
1276,CD4+ T cell,CD4+ T cell
1277,CD14+ monocyte,CD14+ monocyte
1278,Cytotoxic T cell,CD4+ T cell
1279,Cytotoxic T cell,Cytotoxic T cell
1280,B cell,B cell
1281,CD4+ T cell,CD4+ T cell
1282,Cytotoxic T cell,Cytotoxic T cell
1283,Cytotoxic T cell,Natural killer cell
1284,CD4+ T cell,CD4+ T cell
1285,CD14+ monocyte,CD14+ monocyte
1286,B cell,B cell
1287,Cytotoxic T cell,Natural killer cell
1288,Cytotoxic T cell,Cytotoxic T cell
1289,CD4+ T cell,CD4+ T cell
1290,CD14+ monocyte,CD14+ monocyte
1291,Cytotoxic T cell,Cytotoxic T cell
1292,CD4+ T cell,CD4+ T cell
1293,Cytotoxic T cell,Cytotoxic T cell
1294,Cytotoxic T cell,Natural killer cell
1295,CD4+ T cell,CD4+ T cell
1296,CD4+ T cell,CD4+ T cell
1297,B cell,B cell
1298,Cytotoxic T cell,Cytotoxic T cell
1299,CD4+ T cell,CD4+ T cell
1300,Cytotoxic T cell,Cytotoxic T cell
1301,CD14+ monocyte,CD14+ monocyte
1302,CD14+ monocyte,CD14+ monocyte
1303,CD14+ monocyte,CD14+ monocyte
1304,Cytotoxic T cell,Cytotoxic T cell
1305,CD14+ monocyte,CD16+ monocyte
1306,Cytotoxic T cell,Cytotoxic T cell
1307,CD4+ T cell,CD4+ T cell
1308,Megakaryocyte,Megakaryocyte
1309,Cytotoxic T cell,Cytotoxic T cell
1310,Cytotoxic T cell,Cytotoxic T cell
1311,Cytotoxic T cell,Cytotoxic T cell
1312,CD4+ T cell,CD4+ T cell
1313,Megakaryocyte,Megakaryocyte
1314,CD4+ T cell,CD4+ T cell
1315,CD4+ T cell,Cytotoxic T cell
1316,CD4+ T cell,CD4+ T cell
1317,CD14+ monocyte,CD16+ monocyte
1318,CD4+ T cell,CD4+ T cell
1319,Cytotoxic T cell,Cytotoxic T cell
1320,CD14+ monocyte,CD14+ monocyte
1321,CD14+ monocyte,CD14+ monocyte
1322,Cytotoxic T cell,Cytotoxic T cell
1323,B cell,B cell
1324,Cytotoxic T cell,Cytotoxic T cell
1325,CD14+ monocyte,CD14+ monocyte
1326,CD4+ T cell,CD4+ T cell
1327,CD4+ T cell,CD4+ T cell
1328,CD4+ T cell,CD4+ T cell
1329,CD4+ T cell,CD4+ T cell
1330,CD4+ T cell,CD4+ T cell
1331,CD4+ T cell,CD4+ T cell
1332,Cytotoxic T cell,Cytotoxic T cell
1333,Megakaryocyte,Megakaryocyte
1334,Cytotoxic T cell,CD4+ T cell
1335,CD4+ T cell,CD4+ T cell
1336,CD14+ monocyte,CD14+ monocyte
1337,CD14+ monocyte,CD14+ monocyte
1338,Cytotoxic T cell,Cytotoxic T cell
1339,CD14+ monocyte,CD14+ monocyte
